target_index,language,category,priority,target_author,target_work,previous_decision,previous_edition_key,query_title,query_author,search_mode,work_key,work_title,work_authors,edition_key,edition_title,edition_subtitle,edition_languages,isbn,publisher,publish_date,page_count,cover_id,title_score,author_score,candidate_score,cover_state,cover_width,cover_height,cover_format,cover_local_path,recovery_state,recovery_result
1,LA,CLASSICAL_LITERATURE,1,Virgile,Aeneis,REVIEW,/books/OL23283221M,Aeneis,Vergil,TITLE_AUTHOR,/works/OL27983801W,Vergil,Vergil | Hans H. Ørberg,/books/OL38259440M,Vergil,Aeneis Libros I et IV,eng | lat,9781585106332,"Hackett Publishing Company, Incorporated",2012,,,0.95,1.0,0.9035,NOT_PROBED,,,,,REJECTED_RECOVERY_CANDIDATE,
1,LA,CLASSICAL_LITERATURE,1,Virgile,Aeneis,REVIEW,/books/OL23283221M,Aeneis,Virgile,TITLE_AUTHOR,/works/OL31042823W,Énéide (Aeneis) - Virgile,Arma Virumque Arma Virumque Editions | Virgile,/books/OL42633330M,Énéide (Aeneis) - Virgile,,lat,9798721103322,Independently Published,2021,,,0.95,1.0,0.9035,NOT_PROBED,,,,,REJECTED_RECOVERY_CANDIDATE,
1,LA,CLASSICAL_LITERATURE,1,Virgile,Aeneis,REVIEW,/books/OL23283221M,Aeneid,Vergil,TITLE_AUTHOR,/works/OL36809791W,Simply Latin - the Aeneid,Vergil,/books/OL49715103M,Simply Latin - the Aeneid,,lat,9781471010828,"Lulu Press, Inc.",2012,,,0.95,1.0,0.9035,NOT_PROBED,,,,,REJECTED_RECOVERY_CANDIDATE,
1,LA,CLASSICAL_LITERATURE,1,Virgile,Aeneis,REVIEW,/books/OL23283221M,Aeneidos,Publius Vergilius Maro,TITLE_AUTHOR,/works/OL16280206W,Aeneidos liber tertius,Publius Vergilius Maro,/books/OL14080557M,Aeneidos liber tertius,,eng | lat,,Clarendon Press,1962,,,0.95,1.0,0.8785,NOT_PROBED,,,,,REJECTED_RECOVERY_CANDIDATE,
1,LA,CLASSICAL_LITERATURE,1,Virgile,Aeneis,REVIEW,/books/OL23283221M,Aeneidos,Virgile,BROAD,/works/OL47130W,Aeneidos liber primus,Publius Vergilius Maro,/books/OL21335827M,Aeneidos liber primus.,,lat,,Apud T. Richardum,1555,,,0.95,1.0,0.8785,NOT_PROBED,,,,,REJECTED_RECOVERY_CANDIDATE,
1,LA,CLASSICAL_LITERATURE,1,Virgile,Aeneis,REVIEW,/books/OL23283221M,Aeneidos,Virgile,BROAD,/works/OL47075W,Aeneidos liber quintus,Publius Vergilius Maro,/books/OL21698810M,Aeneidos liber quintus,,lat,,Clarendon Press,1960,,,0.95,1.0,0.8785,NOT_PROBED,,,,,REJECTED_RECOVERY_CANDIDATE,
1,LA,CLASSICAL_LITERATURE,1,Virgile,Aeneis,REVIEW,/books/OL23283221M,Aeneidos,Vergil,BROAD,/works/OL38755207W,P. Vergil Maronis Aeneidos,Publius Vergilius Maro,/books/OL52763277M,P. Vergil Maronis Aeneidos,liber sextus,lat,,Casa editrice Giuseppe Principato,1935,,,0.95,1.0,0.8785,NOT_PROBED,,,,,REJECTED_RECOVERY_CANDIDATE,
1,LA,CLASSICAL_LITERATURE,1,Virgile,Aeneis,REVIEW,/books/OL23283221M,Aeneis,Virgile,BROAD,/works/OL42510039W,The Aeneid of Virgil,Publius Vergilius Maro | John Conington,/books/OL57861855M,The Aeneid of Virgil,,eng | lat,,"Macmillan and co., limited",1908,,,0.95,1.0,0.8785,NOT_PROBED,,,,,REJECTED_RECOVERY_CANDIDATE,
1,LA,CLASSICAL_LITERATURE,1,Virgile,Aeneis,REVIEW,/books/OL23283221M,Aeneidos,Virgile,BROAD,/works/OL43706686W,Aeneidos libri VI,Publius Vergilius Maro,/books/OL59578377M,Aeneidos libri VI,The first six books of Virgil's Aeneid,lat,,D. Appleton and co.,1906,,,0.95,1.0,0.8785,NOT_PROBED,,,,,REJECTED_RECOVERY_CANDIDATE,
1,LA,CLASSICAL_LITERATURE,1,Virgile,Aeneis,REVIEW,/books/OL23283221M,Aeneis,Virgil,TITLE_AUTHOR,/works/OL47135W,P. Vergilii Maronis opera,"Publius Vergilius Maro | Charles de La Rue | Virgil (pseud.) | Ruaeus, Carolus [de la Rue, Charles] (ed.) | Louis (engr.)  Cossin | Virgil",/books/OL60547571M,Opera,"Bucolica, Georgica, Aeneis",lat,,H.D. Tjeenk Willink,1961,,,0.95,1.0,0.8785,NOT_PROBED,,,,,REJECTED_RECOVERY_CANDIDATE,
1,LA,CLASSICAL_LITERATURE,1,Virgile,Aeneis,REVIEW,/books/OL23283221M,Aeneidos,Virgile,BROAD,/works/OL45582985W,Publi Vergili Maronis Aeneidos libri VI,Virgil,/books/OL62078798M,Publi Vergili Maronis Aeneidos libri VI,The first six books of Virgil's Aeneid,lat,,D. Appleton and co.,1903,,,0.95,1.0,0.8785,NOT_PROBED,,,,,REJECTED_RECOVERY_CANDIDATE,
1,LA,CLASSICAL_LITERATURE,1,Virgile,Aeneis,REVIEW,/books/OL23283221M,Aeneidos,Virgil,TITLE_AUTHOR,/works/OL45586126W,Pvb. Virgilii Maronis Aeneidos liber primus,Virgil,/books/OL62082484M,Pvb. Virgilii Maronis Aeneidos liber primus,,lat,,"ex typographia Thomae Richardi, sub Bibliis aureis, è regione collegij Remensis.",1561,,,0.95,1.0,0.8785,NOT_PROBED,,,,,REJECTED_RECOVERY_CANDIDATE,
1,LA,CLASSICAL_LITERATURE,1,Virgile,Aeneis,REVIEW,/books/OL23283221M,Aeneis,Virgil,TITLE_AUTHOR,/works/OL45648236W,"Bucolica, Georgica, et Aeneis",Virgil | Benjamin Apthorp Gould,/books/OL62278126M,"Bucolica, Georgica, et Aeneis",,lat,,J. Munroe,1862,,,0.95,1.0,0.8785,NOT_PROBED,,,,,REJECTED_RECOVERY_CANDIDATE,
1,LA,CLASSICAL_LITERATURE,1,Virgile,Aeneis,REVIEW,/books/OL23283221M,Aeneis,Virgil,TITLE_AUTHOR,/works/OL45825323W,"P. Virgilii Maronis Bucolica, Georgica, et Aeneis",Virgil | Francis Bowen,/books/OL62365519M,"P. Virgilii Maronis Bucolica, Georgica, et Aeneis",Virgil,lat | eng,,David H. Williams,1842,,,0.95,1.0,0.8785,NOT_PROBED,,,,,REJECTED_RECOVERY_CANDIDATE,
1,LA,CLASSICAL_LITERATURE,1,Virgile,Aeneis,REVIEW,/books/OL23283221M,Aeneis,Virgil,TITLE_AUTHOR,/works/OL45825328W,"Bucolica, Georgica, et A︠E︡neis, accedunt clavis metrica, notula︠e︡ anglica︠e︡, et qua︠e︡stiones",Virgil,/books/OL62365526M,"Bucolica, Georgica, et A︠E︡neis, accedunt clavis metrica, notula︠e︡ anglica︠e︡, et qua︠e︡stiones",,lat,,"Sanborn, Carter Bazin & co., etc., etc.",1858,,,0.95,1.0,0.8785,NOT_PROBED,,,,,REJECTED_RECOVERY_CANDIDATE,
1,LA,CLASSICAL_LITERATURE,1,Virgile,Aeneis,REVIEW,/books/OL23283221M,Aeneis,Virgil,TITLE_AUTHOR,/works/OL45978461W,"Aeneis, in usum scholarum",Virgil,/books/OL62545144M,"Aeneis, in usum scholarum",,lat,,B.G. Teubner,1907,,,0.95,1.0,0.8785,NOT_PROBED,,,,,REJECTED_RECOVERY_CANDIDATE,
1,LA,CLASSICAL_LITERATURE,1,Virgile,Aeneis,REVIEW,/books/OL23283221M,Aeneidos,Virgil,TITLE_AUTHOR,/works/OL45724464W,Aeneis Vergiliana,Virgil,/books/OL62248085M,Aeneis Vergiliana,Aeneis Vergiliana cvm Seruii honorati grammatici huberrimis cõmentariis: cum Philippi Beroaldi viri clarissimi doctissimis in eosdẽ annotationibus suis locis positis: cũ Donati argutissimis subinde sententiarũ p̃sertim enodationib⁹: cũ Augustini Dathi oratoris seneñ. luculẽtissima introductione. Cũq[ue] familiarissima Iodoci Badii Ascensii elucidatione: atq[ue] ordinis contextu. Accessit ad hoc Mapphei Veggii liber addititius: cũ Ascẽsianis annotationibus. Addita p̃terea sunt ipsius poetæ: ac operũ eius illustriũ virorũ p̃conia. Aeneidos argumẽta: & quaedã nr̃i poetae epitaphia. Elucent p̃terea in toto ipsi⁹ Aeneidos ope (qñquidẽ ... .i. mixtim poematis stili gen⁹ referat) interlocutiões marginẽ cõgrue occupãtes: hactenusq[ue] nullibi visæ ...,lat,,,1527,,,0.95,1.0,0.8584999999999999,NOT_PROBED,,,,,REJECTED_RECOVERY_CANDIDATE,
1,LA,CLASSICAL_LITERATURE,1,Virgile,Aeneis,REVIEW,/books/OL23283221M,Aeneidos,Virgil,TITLE_AUTHOR,/works/OL45890918W,Publii Vergilii Maronis duodecim divine Aeneidos libri,Virgil | Filippo Beroaldo,/books/OL62441025M,Publii Vergilii Maronis duodecim divine Aeneidos libri,"Cum Philippi Beroaldi argumẽntis et annotatiunculis minime vulgaribus. [Colophon:- Impressum Liptzck per Baccalariũ Wolfgangũ Monacensem, 1505.]",lat,,,,,,0.95,1.0,0.8434999999999999,NOT_PROBED,,,,,REJECTED_RECOVERY_CANDIDATE,
1,LA,CLASSICAL_LITERATURE,1,Virgile,Aeneis,REVIEW,/books/OL23283221M,Aeneis,Virgil,TITLE_AUTHOR,/works/OL45604605W,Eneida,Virgil | Miquel Dolç,/books/OL62103663M,Eneida,,cat | lat,8472250601,Fundació Bernat Metge,1972,,,0.8333333333333334,1.0,0.8416666666666668,NOT_PROBED,,,,,REJECTED_RECOVERY_CANDIDATE,
1,LA,CLASSICAL_LITERATURE,1,Virgile,Aeneis,REVIEW,/books/OL23283221M,Aeneis,Virgile,BROAD,/works/OL43543704W,Virgils Aeneis travestirt von Blumauer,Aloys Blumauer,/books/OL62279499M,Virgils Aeneis travestirt von Blumauer,Dritter Band,lat,,bey Rudolph Gräffer und Komp.,1788,,,0.95,0.2777777777777778,0.6835000000000001,NOT_PROBED,,,,,REJECTED_RECOVERY_CANDIDATE,
1,LA,CLASSICAL_LITERATURE,1,Virgile,Aeneis,REVIEW,/books/OL23283221M,Aeneis,Virgil,TITLE_AUTHOR,/works/OL45436289W,Verg. Aen. I,Virgil | Carl Wilhelm Nauck,/books/OL61910227M,Verg. Aen. I,,ger | lat,,J.G. Streise,1862,,,0.5,1.0,0.64,NOT_PROBED,,,,,REJECTED_RECOVERY_CANDIDATE,
1,LA,CLASSICAL_LITERATURE,1,Virgile,Aeneis,REVIEW,/books/OL23283221M,Aeneis,Virgil,TITLE_AUTHOR,/works/OL45750544W,Virgil's Æneid,Virgil | John Dryden,/books/OL62278032M,Virgil's Æneid,,eng | lat,,G. Routledge and sons,1886,,,0.42105263157894735,1.0,0.5981578947368421,NOT_PROBED,,,,,REJECTED_RECOVERY_CANDIDATE,
1,LA,CLASSICAL_LITERATURE,1,Virgile,Aeneis,REVIEW,/books/OL23283221M,Aeneid,Virgile,BROAD,/works/OL47148W,P. Vergili Maronis Opera,Publius Vergilius Maro,/books/OL14072725M,P. Vergili Maronis opera,Virgil,lat | eng,,Clarendon press,1892,,5969942,0.27586206896551724,1.0,0.5712068965517242,VALID_COVER,313,500,JPEG,data/audit/reconstruction-LA-recovery-covers/LA-recovery-01-OL14072725M.jpeg,REJECTED_RECOVERY_CANDIDATE,
1,LA,CLASSICAL_LITERATURE,1,Virgile,Aeneis,REVIEW,/books/OL23283221M,Aeneidos,Virgil,BROAD,/works/OL47135W,P. Vergilii Maronis opera,"Publius Vergilius Maro | Charles de La Rue | Virgil (pseud.) | Ruaeus, Carolus [de la Rue, Charles] (ed.) | Louis (engr.)  Cossin | Virgil",/books/OL6040981M,P. Virgilii Maronis Opera,,lat,,Impensis Kearsley,1796,,9582984,0.26666666666666666,1.0,0.5663333333333334,VALID_COVER,253,500,JPEG,data/audit/reconstruction-LA-recovery-covers/LA-recovery-01-OL6040981M.jpeg,REJECTED_RECOVERY_CANDIDATE,
1,LA,CLASSICAL_LITERATURE,1,Virgile,Aeneis,REVIEW,/books/OL23283221M,Aeneid,Virgile,BROAD,/works/OL13086557W,Opera,Publius Vergilius Maro,/books/OL23323631M,Opera,the works of Virgil,lat,,Griffin,1900,,6547854,0.1935483870967742,1.0,0.5275806451612903,VALID_COVER,326,500,JPEG,data/audit/reconstruction-LA-recovery-covers/LA-recovery-01-OL23323631M.jpeg,REJECTED_RECOVERY_CANDIDATE,
1,LA,CLASSICAL_LITERATURE,1,Virgile,Aeneis,REVIEW,/books/OL23283221M,Aeneis,Virgile,BROAD,/works/OL13086557W,Opera,Publius Vergilius Maro,/books/OL23323624M,[Opera,,lat,,"Lockwook, Virtue",1865,,6547840,0.18181818181818182,1.0,0.5213636363636364,VALID_COVER,288,500,JPEG,data/audit/reconstruction-LA-recovery-covers/LA-recovery-01-OL23323624M.jpeg,REJECTED_RECOVERY_CANDIDATE,
1,LA,CLASSICAL_LITERATURE,1,Virgile,Aeneis,REVIEW,/books/OL23283221M,Aeneidos,Virgil,BROAD,/works/OL47148W,P. Vergili Maronis Opera,Publius Vergilius Maro,/books/OL16655592M,P. Vergili Maronis opera.,,lat,,Gg. Olms,1966,,,0.27586206896551724,1.0,0.5212068965517241,NOT_PROBED,,,,,REJECTED_RECOVERY_CANDIDATE,
1,LA,CLASSICAL_LITERATURE,1,Virgile,Aeneis,REVIEW,/books/OL23283221M,Aeneid,Publius Vergilius Maro,TITLE_AUTHOR,/works/OL47148W,P. Vergili Maronis Opera,Publius Vergilius Maro,/books/OL20288347M,P. Vergili Maronis opera,The works of Virgil,lat,,Whittaker,1858,,,0.27586206896551724,1.0,0.5212068965517241,NOT_PROBED,,,,,REJECTED_RECOVERY_CANDIDATE,
1,LA,CLASSICAL_LITERATURE,1,Virgile,Aeneis,REVIEW,/books/OL23283221M,Aeneidos,Publius Vergilius Maro,TITLE_AUTHOR,/works/OL15237196W,"The Georgics of Virgil translated by Thomas Neville, ..",Publius Vergilius Maro | Ovid | Salvatore Quasimodo,/books/OL17453664M,P. Vergilii Maronis Georgica ...,,lat,,Apud sanctam Vrbio[?] Agrippinam in ædibus Eucharij Ceruicorni,1523,,,0.24242424242424243,1.0,0.5034848484848485,NOT_PROBED,,,,,REJECTED_RECOVERY_CANDIDATE,
1,LA,CLASSICAL_LITERATURE,1,Virgile,Aeneis,REVIEW,/books/OL23283221M,Aeneidos,Virgil,BROAD,/works/OL13086557W,Opera,Publius Vergilius Maro,/books/OL17706691M,Opera,,lat,,"Printed by A. Small, for M. Carey & Son",1817,,,0.18181818181818182,1.0,0.47136363636363643,NOT_PROBED,,,,,REJECTED_RECOVERY_CANDIDATE,
1,LA,CLASSICAL_LITERATURE,1,Virgile,Aeneis,REVIEW,/books/OL23283221M,Aeneidos,Publius Vergilius Maro,BROAD,/works/OL47141W,The works of Publius Virgilius Maro,Publius Vergilius Maro,/books/OL6744049M,The works of Publius Virgilius Maro,from the text of Heyne and Wagner ; with a biographical memoir by Henry Thompson.,lat | eng,,R. Griffin,1855,,,0.09302325581395349,1.0,0.4243023255813954,NOT_PROBED,,,,,REJECTED_RECOVERY_CANDIDATE,
6,LA,CLASSICAL_LITERATURE,1,Horace,Sermones,REVIEW,/books/OL23296599M,Satirae,Quintus Horatius Flaccus,BROAD,/works/OL16568834W,Satires,Horace,/books/OL25256520M,Satires,,lat | eng,9780521452205,Cambridge University Press,2012,,13761213,1.0,1.0,0.9800000000000002,VALID_COVER,304,500,JPEG,data/audit/reconstruction-LA-recovery-covers/LA-recovery-06-OL25256520M.jpeg,RECOVERY_CANDIDATE,
6,LA,CLASSICAL_LITERATURE,1,Horace,Sermones,REVIEW,/books/OL23296599M,Satires,Horace,TITLE_AUTHOR,/works/OL15097579W,Horace's Satires and Epistles,Horace,/books/OL4552786M,Horace's Satires and Epistles,,eng | lat,0393044793,Norton,1977,,248222,0.95,1.0,0.9535,VALID_COVER,290,475,JPEG,data/audit/reconstruction-LA-recovery-covers/LA-recovery-06-OL4552786M.jpeg,RECOVERY_CANDIDATE,
6,LA,CLASSICAL_LITERATURE,1,Horace,Sermones,REVIEW,/books/OL23296599M,Sermones,Quintus Horatius Flaccus,TITLE_AUTHOR,/works/OL41114011W,Sermones,Quintus Horatius Flaccus,/books/OL55857599M,Sermones,Latin Text,lat,9781523919420,CreateSpace Independent Publishing Platform,2016,,,1.0,1.0,0.9300000000000002,NOT_PROBED,,,,,REJECTED_RECOVERY_CANDIDATE,
6,LA,CLASSICAL_LITERATURE,1,Horace,Sermones,REVIEW,/books/OL23296599M,Satires,Horace,TITLE_AUTHOR,/works/OL19818916W,The satires of Horace,Horace | Arthur Palmer,/books/OL20443725M,The satires of Horace,,lat,,Macmillan,1896,,6001162,0.95,1.0,0.9285,VALID_COVER,318,500,JPEG,data/audit/reconstruction-LA-recovery-covers/LA-recovery-06-OL20443725M.jpeg,RECOVERY_CANDIDATE,
6,LA,CLASSICAL_LITERATURE,1,Horace,Sermones,REVIEW,/books/OL23296599M,Satires,Horace,TITLE_AUTHOR,/works/OL15375494W,Satires and epistles,Horace,/books/OL24361423M,Satires and epistles,,eng | lat,,"Leach, Shewell, & Sanborn",1893,,6589797,0.95,1.0,0.9285,DOWNLOAD_ERROR,0,0,,,REJECTED_RECOVERY_CANDIDATE,
6,LA,CLASSICAL_LITERATURE,1,Horace,Sermones,REVIEW,/books/OL23296599M,Sermones,Quintus Horatius Flaccus,BROAD,/works/OL16456690W,Eclogae Horatianae,Horace,/books/OL25167294M,Eclogae Horatianae,Pars II. Sermones prope omnes continens,lat,,Rivington,1843,,7008127,0.95,1.0,0.9285,DOWNLOAD_ERROR,0,0,,,REJECTED_RECOVERY_CANDIDATE,
6,LA,CLASSICAL_LITERATURE,1,Horace,Sermones,REVIEW,/books/OL23296599M,Satirae,Quintus Horatius Flaccus,BROAD,/works/OL16867761W,"Satiræ, Epistolæ, et Ars poetica",Horace,/books/OL25491058M,"Satiræ, Epistolæ, et Ars poetica",The Satires,lat,,Cumming and Ferguson,1846,,9575374,0.95,1.0,0.9285,VALID_COVER,283,500,JPEG,data/audit/reconstruction-LA-recovery-covers/LA-recovery-06-OL25491058M.jpeg,RECOVERY_CANDIDATE,
6,LA,CLASSICAL_LITERATURE,1,Horace,Sermones,REVIEW,/books/OL23296599M,Sermones,Quintus Horatius Flaccus,BROAD,/works/OL17002097W,Q Horati Flacci sermones,Horace,/books/OL25576076M,Q Horati Flacci sermones,the satires of Horace,lat | eng,,Macmillan,1905,,9632654,0.95,1.0,0.9285,VALID_COVER,292,500,JPEG,data/audit/reconstruction-LA-recovery-covers/LA-recovery-06-OL25576076M.jpeg,RECOVERY_CANDIDATE,
6,LA,CLASSICAL_LITERATURE,1,Horace,Sermones,REVIEW,/books/OL23296599M,Satirae,Quintus Horatius Flaccus,BROAD,/works/OL17972962W,The satires of Horace,Horace,/books/OL26563277M,The satires of Horace,,lat,,Macmillan,1964,,10033357,0.95,1.0,0.9285,VALID_COVER,283,500,JPEG,data/audit/reconstruction-LA-recovery-covers/LA-recovery-06-OL26563277M.jpeg,RECOVERY_CANDIDATE,
6,LA,CLASSICAL_LITERATURE,1,Horace,Sermones,REVIEW,/books/OL23296599M,Satirae,Quintus Horatius Flaccus,BROAD,/works/OL17989198W,The satires of Horace,Horace,/books/OL26573297M,The satires of Horace,,lat,,Macmillan,1968,,9940225,0.95,1.0,0.9285,VALID_COVER,295,500,JPEG,data/audit/reconstruction-LA-recovery-covers/LA-recovery-06-OL26573297M.jpeg,RECOVERY_CANDIDATE,
6,LA,CLASSICAL_LITERATURE,1,Horace,Sermones,REVIEW,/books/OL23296599M,Satires,Horace,TITLE_AUTHOR,/works/OL15249089W,"Horace, Satires and epistles",Horace,/books/OL5603333M,Horace: Satires and epistles.,,lat | eng,,University of Oklahoma Press,1968,,9252829,0.95,1.0,0.9285,VALID_COVER,322,500,JPEG,data/audit/reconstruction-LA-recovery-covers/LA-recovery-06-OL5603333M.jpeg,RECOVERY_CANDIDATE,
6,LA,CLASSICAL_LITERATURE,1,Horace,Sermones,REVIEW,/books/OL23296599M,Satires,Horace,TITLE_AUTHOR,/works/OL15249079W,Horace.  The satires,Horace,/books/OL7010070M,Horace.  The satires.,,lat | eng,,American book company,1909,,6919124,0.95,1.0,0.9285,VALID_COVER,301,500,JPEG,data/audit/reconstruction-LA-recovery-covers/LA-recovery-06-OL7010070M.jpeg,RECOVERY_CANDIDATE,
6,LA,CLASSICAL_LITERATURE,1,Horace,Sermones,REVIEW,/books/OL23296599M,Sermones,Horace,TITLE_AUTHOR,/works/OL15249085W,Sermones et epistulae,Horace,/books/OL7049744M,Sermones et epistulae,,eng | lat,,Allyn and Bacon,1901,,5576847,0.95,1.0,0.9285,VALID_COVER,322,500,JPEG,data/audit/reconstruction-LA-recovery-covers/LA-recovery-06-OL7049744M.jpeg,RECOVERY_CANDIDATE,
6,LA,CLASSICAL_LITERATURE,1,Horace,Sermones,REVIEW,/books/OL23296599M,Sermones,Quintus Horatius Flaccus,TITLE_AUTHOR,/works/OL40363537W,Sermones,Quintus Horatius Quintus Horatius Flaccus,/books/OL54900084M,Sermones,,lat,9781503048225,CreateSpace Independent Publishing Platform,2014,,,1.0,0.95,0.9165000000000001,NOT_PROBED,,,,,REJECTED_RECOVERY_CANDIDATE,
6,LA,CLASSICAL_LITERATURE,1,Horace,Sermones,REVIEW,/books/OL23296599M,Satires,Horace,TITLE_AUTHOR,/works/OL16828980W,Horace,Horace,/books/OL25455516M,Horace,Satires,lat,,,1873,,10014765,0.95,1.0,0.9085,NOT_PROBED,,,,,REJECTED_RECOVERY_CANDIDATE,
6,LA,CLASSICAL_LITERATURE,1,Horace,Sermones,REVIEW,/books/OL23296599M,Sermones,Horace,TITLE_AUTHOR,/works/OL11017983W,Sermones,Horace,/books/OL15326611M,Sermones.,,lat,,Heinrich Quentell,1489,,,1.0,1.0,0.9050000000000001,NOT_PROBED,,,,,REJECTED_RECOVERY_CANDIDATE,
6,LA,CLASSICAL_LITERATURE,1,Horace,Sermones,REVIEW,/books/OL23296599M,Sermones,Horace,TITLE_AUTHOR,/works/OL32749506W,Sermones,Horace,/books/OL44569424M,Sermones,,lat,,Officina Typographica Talloniana,1992,,,1.0,1.0,0.9050000000000001,NOT_PROBED,,,,,REJECTED_RECOVERY_CANDIDATE,
6,LA,CLASSICAL_LITERATURE,1,Horace,Sermones,REVIEW,/books/OL23296599M,Sermones,Horace,TITLE_AUTHOR,/works/OL39503954W,Sermones,Horace,/books/OL53750273M,Sermones,,lat,,Heinrich Quentell,1489,,,1.0,1.0,0.9050000000000001,NOT_PROBED,,,,,REJECTED_RECOVERY_CANDIDATE,
6,LA,CLASSICAL_LITERATURE,1,Horace,Sermones,REVIEW,/books/OL23296599M,Saturae,,TITLE_ONLY,/works/OL3554895W,Saturae,Aulus Persius Flaccus,/books/OL3378121M,Saturae,accedunt varia de Persio iudicia saec. XIV-XX,lat,3598742932,K.G. Saur,2002,,4883987,1.0,0.7111111111111111,0.9020000000000001,NOT_PROBED,,,,,REJECTED_RECOVERY_CANDIDATE,
