language,category,editorial_rank,target_author,target_work,query_mode,work_key,work_title,work_authors,edition_key,edition_title,edition_subtitle,edition_languages,isbn,publisher,publish_date,page_count,cover_id,title_score,author_score,candidate_score,cover_state,cover_width,cover_height,cover_format,cover_local_path,search_result
IT,CONTEMPORARY,13,Erri De Luca,Il peso della farfalla,TITLE_AUTHOR,/works/OL16799368W,El peso de la mariposa,Erri De Luca,/books/OL31248815M,Il peso della farfalla,,ita,9788807017933,Feltrinelli,2009,,12862746,1.0,1.0,0.9900000000000001,VALID_COVER,289,500,JPEG,data/audit/reconstruction-IT-replacement-covers/IT-replacement-CONTEMPORARY-13-OL31248815M.jpeg,BEST_CANDIDATE_FOUND
IT,CONTEMPORARY,14,Domenico Starnone,Confidenza,,,,,,,,,,,,,,,,,,,,,,NO_CANDIDATE
IT,CONTEMPORARY,15,Michela Murgia,Chirù,TITLE_AUTHOR,/works/OL20024576W,Chirù,Michela Murgia,/books/OL27204626M,Chirù,,ita,9788806206338,Einaudi,2015,,14821905,1.0,1.0,0.9900000000000001,VALID_COVER,340,340,JPEG,data/audit/reconstruction-IT-replacement-covers/IT-replacement-CONTEMPORARY-15-OL27204626M.jpeg,BEST_CANDIDATE_FOUND
IT,ESSAYS_PHILOSOPHY,1,Benedetto Croce,Breviario di estetica,TITLE_AUTHOR,/works/OL28945953W,Breviario di estetica,Benedetto Croce,/books/OL39800763M,Breviario di estetica,quattro lezioni,ita,9788842004240,Laterza,1988,,15218920,1.0,1.0,0.9900000000000001,VALID_COVER,305,500,JPEG,data/audit/reconstruction-IT-replacement-covers/IT-replacement-ESSAYS_PHILOSOPHY-01-OL39800763M.jpeg,BEST_CANDIDATE_FOUND
IT,ESSAYS_PHILOSOPHY,2,Norberto Bobbio,L'età dei diritti,,,,,,,,,,,,,,,,,,,,,,NO_CANDIDATE
IT,ESSAYS_PHILOSOPHY,3,Umberto Eco,Trattato di semiotica generale,,,,,,,,,,,,,,,,,,,,,,NO_CANDIDATE
IT,ESSAYS_PHILOSOPHY,4,Italo Calvino,Una pietra sopra,,,,,,,,,,,,,,,,,,,,,,NO_CANDIDATE
IT,ESSAYS_PHILOSOPHY,5,Pier Paolo Pasolini,Empirismo eretico,TITLE_AUTHOR,/works/OL669433W,Empirismo eretico,Pier Paolo Pasolini,/books/OL16251653M,Empirismo eretico,,ita,8811675448,Garzanti,2000,,5329287,1.0,1.0,0.9900000000000001,VALID_COVER,128,206,JPEG,data/audit/reconstruction-IT-replacement-covers/IT-replacement-ESSAYS_PHILOSOPHY-05-OL16251653M.jpeg,BEST_CANDIDATE_FOUND
IT,ESSAYS_PHILOSOPHY,6,Primo Levi,L'altrui mestiere,BROAD,/works/OL860038W,L' altrui mestiere,Primo Levi | Raymond Rosenthal,/books/OL2614610M,L' altrui mestiere,,ita,8806580248,Einaudi,1985,,10043219,1.0,1.0,0.9900000000000001,VALID_COVER,279,500,JPEG,data/audit/reconstruction-IT-replacement-covers/IT-replacement-ESSAYS_PHILOSOPHY-06-OL2614610M.jpeg,BEST_CANDIDATE_FOUND
IT,ESSAYS_PHILOSOPHY,7,Giordano Bruno,Spaccio de la bestia trionfante,,,,,,,,,,,,,,,,,,,,,,NO_CANDIDATE
IT,ESSAYS_PHILOSOPHY,8,Tommaso Campanella,Aforismi politici,,,,,,,,,,,,,,,,,,,,,,NO_CANDIDATE
IT,ESSAYS_PHILOSOPHY,9,Giacomo Leopardi,Pensieri,TITLE_AUTHOR,/works/OL15102111W,Pensieri,Giacomo Leopardi,/books/OL4265812M,Pensieri,,eng | ita,0807108855,Louisiana State University Press,1981,,7364699,1.0,1.0,0.9900000000000001,VALID_COVER,302,500,JPEG,data/audit/reconstruction-IT-replacement-covers/IT-replacement-ESSAYS_PHILOSOPHY-09-OL4265812M.jpeg,BEST_CANDIDATE_FOUND
IT,ESSAYS_PHILOSOPHY,10,Norberto Bobbio,Politica e cultura,TITLE_AUTHOR,/works/OL718134W,Politica e cultura,Norberto Bobbio,/books/OL19970904M,Politica e cultura,,ita,8806172921,Einaudi,2005,,15040569,1.0,1.0,0.9900000000000001,VALID_COVER,288,500,JPEG,data/audit/reconstruction-IT-replacement-covers/IT-replacement-ESSAYS_PHILOSOPHY-10-OL19970904M.jpeg,BEST_CANDIDATE_FOUND
IT,GRAPHIC,1,Hugo Pratt,Favola di Venezia,,,,,,,,,,,,,,,,,,,,,,NO_CANDIDATE
IT,GRAPHIC,2,Hugo Pratt,Le etiopiche,,,,,,,,,,,,,,,,,,,,,,NO_CANDIDATE
IT,GRAPHIC,3,Gipi,LMVDM,TITLE_AUTHOR,/works/OL28962033W,LMVDM. La mia vita disegnata male,Gipi,/books/OL39821495M,LMVDM,La mia vita disegnata male,ita,9788876181252,Coconino Press,2008,,13316327,1.0,1.0,0.9900000000000001,VALID_COVER,172,240,JPEG,data/audit/reconstruction-IT-replacement-covers/IT-replacement-GRAPHIC-03-OL39821495M.jpeg,BEST_CANDIDATE_FOUND
IT,GRAPHIC,4,Gipi,Questa è la stanza,,,,,,,,,,,,,,,,,,,,,,NO_CANDIDATE
IT,GRAPHIC,5,Zerocalcare,Macerie prime,TITLE_AUTHOR,/works/OL20777174W,Macerie prime,Zerocalcare,/books/OL28119539M,Macerie prime,,ita,9788865439760,Bao Publishing,"Nov 13, 2017",,9853733,1.0,1.0,0.9900000000000001,VALID_COVER,346,500,JPEG,data/audit/reconstruction-IT-replacement-covers/IT-replacement-GRAPHIC-05-OL28119539M.jpeg,BEST_CANDIDATE_FOUND
IT,GRAPHIC,6,Zerocalcare,Dimentica il mio nome,TITLE_AUTHOR,/works/OL24346541W,Dimentica il mio nome,Zerocalcare,/books/OL32236261M,Dimentica il mio nome,,ita,9788865432549,Bao Publishing,"Oct 01, 2014",,10870361,1.0,1.0,0.9900000000000001,VALID_COVER,341,500,JPEG,data/audit/reconstruction-IT-replacement-covers/IT-replacement-GRAPHIC-06-OL32236261M.jpeg,BEST_CANDIDATE_FOUND
IT,GRAPHIC,7,Igort,5 è il numero perfetto,,,,,,,,,,,,,,,,,,,,,,NO_CANDIDATE
IT,GRAPHIC,8,Igort,Quaderni giapponesi,TITLE_AUTHOR,/works/OL20051600W,Quaderni giapponesi,Igort,/books/OL27231622M,Quaderni giapponesi,un viaggio nell'impero dei segni,ita,9788876182693,Coconino Press,2015,,13833441,1.0,1.0,0.9900000000000001,VALID_COVER,355,500,JPEG,data/audit/reconstruction-IT-replacement-covers/IT-replacement-GRAPHIC-08-OL27231622M.jpeg,BEST_CANDIDATE_FOUND
IT,GRAPHIC,9,Manuele Fior,L'intervista,,,,,,,,,,,,,,,,,,,,,,NO_CANDIDATE
IT,GRAPHIC,10,Manuele Fior,Celestia,,,,,,,,,,,,,,,,,,,,,,NO_CANDIDATE
IT,GRAPHIC,11,Lorenzo Mattotti,Stigmate,,,,,,,,,,,,,,,,,,,,,,NO_CANDIDATE
IT,GRAPHIC,12,Vittorio Giardino,No pasarán,,,,,,,,,,,,,,,,,,,,,,NO_CANDIDATE
IT,HISTORY_SOCIETY,1,Carlo Levi,Le parole sono pietre,,,,,,,,,,,,,,,,,,,,,,NO_CANDIDATE
IT,HISTORY_SOCIETY,2,Emilio Lussu,Marcia su Roma e dintorni,TITLE_AUTHOR,/works/OL11106178W,Marcia su Roma e dintorni,Emilio Lussu,/books/OL18272962M,Marcia su Roma e dintorni,,ita,8806444956,Einaudi,1975,,12346242,1.0,1.0,0.9900000000000001,VALID_COVER,278,500,JPEG,data/audit/reconstruction-IT-replacement-covers/IT-replacement-HISTORY_SOCIETY-02-OL18272962M.jpeg,BEST_CANDIDATE_FOUND
IT,HISTORY_SOCIETY,3,Mario Rigoni Stern,Ritorno sul Don,,,,,,,,,,,,,,,,,,,,,,NO_CANDIDATE
IT,HISTORY_SOCIETY,4,Carlo Ginzburg,I benandanti,,,,,,,,,,,,,,,,,,,,,,NO_CANDIDATE
IT,HISTORY_SOCIETY,5,Ernesto De Martino,Sud e magia,TITLE_AUTHOR,/works/OL2162754W,Sud e magia,Ernesto De Martino,/books/OL3551141M,Sud e magia,,ita,8807102900,Feltrinelli,2000,,4287125,1.0,1.0,0.9900000000000001,VALID_COVER,128,206,JPEG,data/audit/reconstruction-IT-replacement-covers/IT-replacement-HISTORY_SOCIETY-05-OL3551141M.jpeg,BEST_CANDIDATE_FOUND
IT,HISTORY_SOCIETY,6,Nuto Revelli,La strada del Davai,,,,,,,,,,,,,,,,,,,,,,NO_CANDIDATE
IT,HISTORY_SOCIETY,7,Piero Calamandrei,Diario 1939-1945,,,,,,,,,,,,,,,,,,,,,,NO_CANDIDATE
IT,HISTORY_SOCIETY,8,Benedetto Croce,Storia d'Europa nel secolo decimonono,TITLE_AUTHOR,/works/OL1107881W,Storia d'Europa nel secolo decimonono,Benedetto Croce,/books/OL6278051M,Storia d'Europa nel secolo decimonono.,,ita,,G. Laterza & figli,1932,,14917615,1.0,1.0,0.9650000000000001,VALID_COVER,290,500,JPEG,data/audit/reconstruction-IT-replacement-covers/IT-replacement-HISTORY_SOCIETY-08-OL6278051M.jpeg,BEST_CANDIDATE_FOUND
IT,HISTORY_SOCIETY,9,Leonardo Sciascia,Porte aperte,TITLE_AUTHOR,/works/OL665725W,Porte aperte,Leonardo Sciascia,/books/OL9188439M,Porte Aperte,,ita,9788845902628,Adelphi,"January 1, 1993",,12596510,1.0,1.0,0.9900000000000001,VALID_COVER,314,500,JPEG,data/audit/reconstruction-IT-replacement-covers/IT-replacement-HISTORY_SOCIETY-09-OL9188439M.jpeg,BEST_CANDIDATE_FOUND
IT,ITALIAN_CANON,1,Giovanni Boccaccio,Il Filocolo,,,,,,,,,,,,,,,,,,,,,,NO_CANDIDATE
IT,ITALIAN_CANON,2,Giovanni Boccaccio,Ninfale fiesolano,TITLE_AUTHOR,/works/OL7180518W,The nymph of Fiesole (Il ninfale fiesolano),Giovanni Boccaccio | Daniel J. Donno | Angela Conner,/books/OL14074615M,The nymph of Fiesole (Il ninfale fiesolano),,eng | ita,,Columbia University Press,1960,,13027181,0.95,1.0,0.9385,VALID_COVER,295,500,JPEG,data/audit/reconstruction-IT-replacement-covers/IT-replacement-ITALIAN_CANON-02-OL14074615M.jpeg,BEST_CANDIDATE_FOUND
IT,ITALIAN_CANON,3,Ludovico Ariosto,Cinque canti,BROAD,/works/OL2899861W,Cinque canti,Lodovico Ariosto,/books/OL1119322M,Cinque canti =,Five cantos,eng | ita,0520200071,University of California Press,1996,,325441,1.0,0.9375,0.9731250000000001,VALID_COVER,304,475,JPEG,data/audit/reconstruction-IT-replacement-covers/IT-replacement-ITALIAN_CANON-03-OL1119322M.jpeg,BEST_CANDIDATE_FOUND
IT,ITALIAN_CANON,4,Torquato Tasso,Rime,TITLE_AUTHOR,/works/OL15470041W,Rime,Torquato Tasso,/books/OL24435179M,Rime,,ita,,Romagnoli,1898,,7034031,1.0,1.0,0.9650000000000001,VALID_COVER,307,500,JPEG,data/audit/reconstruction-IT-replacement-covers/IT-replacement-ITALIAN_CANON-04-OL24435179M.jpeg,BEST_CANDIDATE_FOUND
IT,ITALIAN_CANON,5,Niccolò Machiavelli,Istorie fiorentine,,,,,,,,,,,,,,,,,,,,,,NO_CANDIDATE
IT,ITALIAN_CANON,6,Carlo Goldoni,I rusteghi,,,,,,,,,,,,,,,,,,,,,,NO_CANDIDATE
IT,ITALIAN_CANON,7,Carlo Goldoni,La bottega del caffè,TITLE_AUTHOR,/works/OL654714W,La bottega del caffè,Carlo Goldoni,/books/OL862921M,La bottega del caffè,,ita,8831758179,Marsilio,1994,,3829179,1.0,1.0,0.9900000000000001,VALID_COVER,128,199,JPEG,data/audit/reconstruction-IT-replacement-covers/IT-replacement-ITALIAN_CANON-07-OL862921M.jpeg,BEST_CANDIDATE_FOUND
IT,ITALIAN_CANON,8,Vittorio Alfieri,Vita scritta da esso,,,,,,,,,,,,,,,,,,,,,,NO_CANDIDATE
IT,ITALIAN_CANON,9,Ugo Foscolo,Le Grazie,TITLE_AUTHOR,/works/OL1446493W,Le Grazie,Ugo Foscolo,/books/OL18455854M,Le Grazie,,ita,8800412009,Le Monnier,1987,,5419976,1.0,1.0,0.9900000000000001,VALID_COVER,128,189,JPEG,data/audit/reconstruction-IT-replacement-covers/IT-replacement-ITALIAN_CANON-09-OL18455854M.jpeg,BEST_CANDIDATE_FOUND
IT,ITALIAN_CANON,10,Alessandro Manzoni,Il conte di Carmagnola,TITLE_AUTHOR,/works/OL644377W,Il conte di Carmagnola,Alessandro Manzoni,/books/OL16001013M,Il conte di Carmagnola,1820,ita,8831752065,Marsilio,1989,,5316174,1.0,1.0,0.9900000000000001,VALID_COVER,128,205,JPEG,data/audit/reconstruction-IT-replacement-covers/IT-replacement-ITALIAN_CANON-10-OL16001013M.jpeg,BEST_CANDIDATE_FOUND
IT,ITALIAN_CANON,11,Giacomo Leopardi,Paralipomeni della Batracomiomachia,TITLE_AUTHOR,/works/OL15102107W,Paralipomeni della Batracomiomachia,Giacomo Leopardi,/books/OL6528756M,Paralipomeni della Batracomiomachia,,ita,,Baudry,1842,,9914705,1.0,1.0,0.9650000000000001,VALID_COVER,321,500,JPEG,data/audit/reconstruction-IT-replacement-covers/IT-replacement-ITALIAN_CANON-11-OL6528756M.jpeg,BEST_CANDIDATE_FOUND
IT,ITALIAN_CANON,12,Giovanni Verga,Storia di una capinera,,,,,,,,,,,,,,,,,,,,,,NO_CANDIDATE
IT,ITALIAN_CANON,13,Grazia Deledda,Cenere,TITLE_AUTHOR,/works/OL1438043W,Cenere,Grazia Deledda,/books/OL56269840M,Cenere,,ita,9788889801307,Il Maestrale,2020,,14821875,1.0,1.0,0.9900000000000001,VALID_COVER,348,500,JPEG,data/audit/reconstruction-IT-replacement-covers/IT-replacement-ITALIAN_CANON-13-OL56269840M.jpeg,BEST_CANDIDATE_FOUND
IT,ITALIAN_CANON,14,Luigi Pirandello,Novelle per un anno,TITLE_AUTHOR,/works/OL20883847W,Novelle per un anno,Luigi Pirandello,/books/OL28284755M,Novelle per un anno,Candelora,ita,9788804083962,Mondadori,1987,,10209872,1.0,1.0,0.9900000000000001,VALID_COVER,296,500,JPEG,data/audit/reconstruction-IT-replacement-covers/IT-replacement-ITALIAN_CANON-14-OL28284755M.jpeg,BEST_CANDIDATE_FOUND
IT,TWENTIETH_CENTURY,1,Giuseppe Ungaretti,Sentimento del tempo,,,,,,,,,,,,,,,,,,,,,,NO_CANDIDATE
IT,TWENTIETH_CENTURY,2,Eugenio Montale,La bufera e altro,,,,,,,,,,,,,,,,,,,,,,NO_CANDIDATE
IT,TWENTIETH_CENTURY,3,Eugenio Montale,Satura,,,,,,,,,,,,,,,,,,,,,,NO_CANDIDATE
IT,TWENTIETH_CENTURY,4,Salvatore Quasimodo,Giorno dopo giorno,,,,,,,,,,,,,,,,,,,,,,NO_CANDIDATE
IT,TWENTIETH_CENTURY,5,Alberto Moravia,Agostino,BROAD,/works/OL14857506W,Agostino,Alberto Moravia,/books/OL19019061M,Agostino,,ita,9788845246326,Bompiani,2000,,12631426,1.0,1.0,0.9900000000000001,VALID_COVER,309,500,JPEG,data/audit/reconstruction-IT-replacement-covers/IT-replacement-TWENTIETH_CENTURY-05-OL19019061M.jpeg,BEST_CANDIDATE_FOUND
IT,TWENTIETH_CENTURY,6,Cesare Pavese,Il mestiere di vivere,TITLE_AUTHOR,/works/OL24341014W,Il mestiere di vivere,Cesare Pavese,/books/OL32222366M,Il mestiere di vivere,Diario 1935-1950,ita,9788806153236,Einaudi,"Apr 20, 2000",,10864224,1.0,1.0,0.9900000000000001,VALID_COVER,202,337,JPEG,data/audit/reconstruction-IT-replacement-covers/IT-replacement-TWENTIETH_CENTURY-06-OL32222366M.jpeg,BEST_CANDIDATE_FOUND
IT,TWENTIETH_CENTURY,7,Cesare Pavese,La casa in collina,TITLE_AUTHOR,/works/OL10422835W,La casa in collina,Cesare Pavese,/books/OL22164380M,La casa in collina,,ita,8806118293,Giulio Einaudi,1990,,14997669,1.0,1.0,0.9900000000000001,VALID_COVER,292,500,JPEG,data/audit/reconstruction-IT-replacement-covers/IT-replacement-TWENTIETH_CENTURY-07-OL22164380M.jpeg,BEST_CANDIDATE_FOUND
IT,TWENTIETH_CENTURY,8,Elio Vittorini,Il garofano rosso,TITLE_AUTHOR,/works/OL2238014W,Il garofano rosso,Elio Vittorini,/books/OL774155M,Il garofano rosso,,ita,8804064730,A. Mondadori,1995,,12655360,1.0,1.0,0.9900000000000001,VALID_COVER,293,500,JPEG,data/audit/reconstruction-IT-replacement-covers/IT-replacement-TWENTIETH_CENTURY-08-OL774155M.jpeg,BEST_CANDIDATE_FOUND
IT,TWENTIETH_CENTURY,9,Beppe Fenoglio,La malora,,,,,,,,,,,,,,,,,,,,,,NO_CANDIDATE
IT,TWENTIETH_CENTURY,10,Carlo Emilio Gadda,L'Adalgisa,TITLE_AUTHOR,/works/OL28201456W,L'Adalgisa,Carlo Emilio Gadda,/books/OL43924221M,L'Adalgisa,disegni milanesi,ita,9788845926808,Adelphi,2012,,13220142,1.0,1.0,0.9900000000000001,VALID_COVER,314,500,JPEG,data/audit/reconstruction-IT-replacement-covers/IT-replacement-TWENTIETH_CENTURY-10-OL43924221M.jpeg,BEST_CANDIDATE_FOUND
IT,TWENTIETH_CENTURY,11,Giorgio Bassani,Dietro la porta,,,,,,,,,,,,,,,,,,,,,,NO_CANDIDATE
IT,TWENTIETH_CENTURY,12,Primo Levi,Il sistema periodico,TITLE_AUTHOR,/works/OL860022W,Il sistema periodico,Primo Levi,/books/OL24950218M,Il sistema periodico,,ita,9788806537364,Einaudi,1975,,6947878,1.0,1.0,0.9900000000000001,VALID_COVER,303,500,JPEG,data/audit/reconstruction-IT-replacement-covers/IT-replacement-TWENTIETH_CENTURY-12-OL24950218M.jpeg,BEST_CANDIDATE_FOUND
IT,TWENTIETH_CENTURY,13,Primo Levi,"Se non ora, quando?",TITLE_AUTHOR,/works/OL860049W,"Se non ora, quando?",Primo Levi,/books/OL15102628M,"If Not Now, When?",,eng | ita,9780671493363,Summit Books,1985,,15120521,1.0,1.0,0.9900000000000001,VALID_COVER,329,444,JPEG,data/audit/reconstruction-IT-replacement-covers/IT-replacement-TWENTIETH_CENTURY-13-OL15102628M.jpeg,BEST_CANDIDATE_FOUND
IT,TWENTIETH_CENTURY,14,Italo Calvino,Marcovaldo,,,,,,,,,,,,,,,,,,,,,,NO_CANDIDATE
IT,TWENTIETH_CENTURY,15,Italo Calvino,Se una notte d'inverno un viaggiatore,,,,,,,,,,,,,,,,,,,,,,NO_CANDIDATE
IT,TWENTIETH_CENTURY,16,Italo Calvino,Il visconte dimezzato,,,,,,,,,,,,,,,,,,,,,,NO_CANDIDATE
IT,TWENTIETH_CENTURY,17,Elsa Morante,Aracoeli,,,,,,,,,,,,,,,,,,,,,,NO_CANDIDATE
IT,TWENTIETH_CENTURY,18,Pier Paolo Pasolini,Teorema,,,,,,,,,,,,,,,,,,,,,,NO_CANDIDATE
IT,TWENTIETH_CENTURY,19,Leonardo Sciascia,Todo modo,TITLE_AUTHOR,/works/OL10448167W,Todo modo,Leonardo Sciascia,/books/OL20944428M,One way or another,,eng | ita,0060138041,Harper & Row,1977,,14402399,1.0,1.0,0.9900000000000001,VALID_COVER,326,500,JPEG,data/audit/reconstruction-IT-replacement-covers/IT-replacement-TWENTIETH_CENTURY-19-OL20944428M.jpeg,BEST_CANDIDATE_FOUND
IT,TWENTIETH_CENTURY,20,Natalia Ginzburg,Caro Michele,,,,,,,,,,,,,,,,,,,,,,NO_CANDIDATE
IT,TWENTIETH_CENTURY,21,Dino Buzzati,Un amore,TITLE_AUTHOR,/works/OL29233908W,Un amore,Dino Buzzati,/books/OL40210151M,Un amore,,ita,9788804458203,Mondadori,2000,,12965068,1.0,1.0,0.9900000000000001,VALID_COVER,275,500,JPEG,data/audit/reconstruction-IT-replacement-covers/IT-replacement-TWENTIETH_CENTURY-21-OL40210151M.jpeg,BEST_CANDIDATE_FOUND
IT,TWENTIETH_CENTURY,22,Gesualdo Bufalino,Le menzogne della notte,TITLE_AUTHOR,/works/OL2104554W,Le menzogne della notte,Gesualdo Bufalino,/books/OL2094642M,Le menzogne della notte,,ita,,Bompiani,1988,,12595574,1.0,1.0,0.9650000000000001,VALID_COVER,290,500,JPEG,data/audit/reconstruction-IT-replacement-covers/IT-replacement-TWENTIETH_CENTURY-22-OL2094642M.jpeg,BEST_CANDIDATE_FOUND
IT,YOUTH,1,Gianni Rodari,Il libro degli errori,,,,,,,,,,,,,,,,,,,,,,NO_CANDIDATE
IT,YOUTH,2,Gianni Rodari,La torta in cielo,TITLE_AUTHOR,/works/OL29235134W,La torta in cielo,Gianni Rodari,/books/OL40211526M,La torta in cielo,,ita,9788879261944,Einaudi ragazzi,1995,,12966526,1.0,1.0,0.9900000000000001,VALID_COVER,286,500,JPEG,data/audit/reconstruction-IT-replacement-covers/IT-replacement-YOUTH-02-OL40211526M.jpeg,BEST_CANDIDATE_FOUND
IT,YOUTH,3,Gianni Rodari,Tante storie per giocare,,,,,,,,,,,,,,,,,,,,,,NO_CANDIDATE
IT,YOUTH,4,Gianni Rodari,Il pianeta degli alberi di Natale,,,,,,,,,,,,,,,,,,,,,,NO_CANDIDATE
IT,YOUTH,5,Bianca Pitzorno,Clorofilla dal cielo blu,,,,,,,,,,,,,,,,,,,,,,NO_CANDIDATE
IT,YOUTH,6,Bianca Pitzorno,Extraterrestre alla pari,TITLE_AUTHOR,/works/OL10262811W,Un Extrano Entre Nosotros,Bianca Pitzorno,/books/OL24656955M,Extraterrestre alla pari,,ita,9788879262279,Einaudi Ragazzi,1996,,6771735,1.0,1.0,0.9900000000000001,VALID_COVER,321,500,JPEG,data/audit/reconstruction-IT-replacement-covers/IT-replacement-YOUTH-06-OL24656955M.jpeg,BEST_CANDIDATE_FOUND
IT,YOUTH,7,Roberto Piumini,Mattia e il nonno,,,,,,,,,,,,,,,,,,,,,,NO_CANDIDATE
IT,YOUTH,8,Silvana Gandolfi,Aldabra,,,,,,,,,,,,,,,,,,,,,,NO_CANDIDATE
IT,YOUTH,9,Silvana Gandolfi,Pasta di drago,TITLE_AUTHOR,/works/OL2284257W,Pasta di drago,Silvana Gandolfi,/books/OL42864736M,Pasta di drago,,ita,9788877824981,Salani,1996,,13016121,1.0,1.0,0.9900000000000001,VALID_COVER,307,500,JPEG,data/audit/reconstruction-IT-replacement-covers/IT-replacement-YOUTH-09-OL42864736M.jpeg,BEST_CANDIDATE_FOUND
IT,YOUTH,10,Angela Nanetti,Le memorie di Adalberto,,,,,,,,,,,,,,,,,,,,,,NO_CANDIDATE
IT,YOUTH,11,Beatrice Masini,Bambini nel bosco,,,,,,,,,,,,,,,,,,,,,,NO_CANDIDATE
IT,YOUTH,12,Stefano Benni,Margherita Dolcevita,TITLE_AUTHOR,/works/OL959601W,Margherita Dolce Vita,Stefano Benni,/books/OL18489858M,Margherita Dolcevita,,ita,880701677X,Feltrinelli,2005,,5422115,1.0,1.0,0.9900000000000001,VALID_COVER,128,202,JPEG,data/audit/reconstruction-IT-replacement-covers/IT-replacement-YOUTH-12-OL18489858M.jpeg,BEST_CANDIDATE_FOUND
