language,category,policy_author,tier,max_selected,max_total,work_key,work_title,work_authors,author_score,first_publish_year,edition_key,edition_title,edition_subtitle,edition_languages,edition_title_score,isbn,publisher,publish_date,page_count,cover_id,cover_state,cover_width,cover_height,cover_format,cover_local_path,collection_flag,suspicious_flag,pre_cover_score,final_score,classification,classification_reason,selection_state
EN,CONTEMPORARY,Colm Tóibín,1,8,12,/works/OL931870W,Homage to Barcelona,Colm Tóibín,1.0000,1990,/books/OL15103092M,Homage to Barcelona,,eng,1.0000,0671713744,Simon & Schuster,1994,,10345895,VALID_COVER,310,500,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL15103092M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,
EN,CONTEMPORARY,Colm Tóibín,1,8,12,/works/OL20053648W,House of names,Colm Tóibín,1.0000,2017,/books/OL27233666M,House of names,a novel,eng,1.0000,9781501140211,Scribner,2017,,14476276,VALID_COVER,326,500,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL27233666M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,
EN,CONTEMPORARY,Colm Tóibín,1,8,12,/works/OL931867W,Lady Gregory's toothbrush,Colm Tóibín,1.0000,2002,/books/OL3557980M,Lady Gregory's toothbrush,,eng,1.0000,029918000X,University of Wisconsin Press,2002,,1161321,VALID_COVER,299,475,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL3557980M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,
EN,CONTEMPORARY,Colm Tóibín,1,8,12,/works/OL37584803W,Long Island,Colm Tóibín,1.0000,2024,/books/OL51423441M,Long Island,A Novel,eng,1.0000,9798891641563,Center Point Large Print,2024,,14620819,VALID_COVER,145,219,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL51423441M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,
EN,CONTEMPORARY,Colm Tóibín,1,8,12,/works/OL931868W,Love in a Dark Time,Colm Tóibín,1.0000,2001,/books/OL3562384M,Love in a dark time,and other explorations of gay lives and literature,eng,1.0000,0743229444,Scribner,2002,,472612,VALID_COVER,340,475,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL3562384M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,
EN,CONTEMPORARY,Colm Tóibín,1,8,12,/works/OL28345211W,"Mad, Bad, Dangerous to Know",Colm Tóibín,1.0000,2018,/books/OL38790260M,"Mad, Bad, Dangerous to Know","The Fathers of Wilde, Yeats and Joyce",eng,1.0000,9780241354438,"Penguin Books, Limited",2018,,14771864,VALID_COVER,260,400,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL38790260M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,
EN,CONTEMPORARY,Colm Tóibín,1,8,12,/works/OL94848W,Memories of a Catholic girlhood,Mary McCarthy | Andrés Bosch | Colm Tóibín,1.0000,1957,/books/OL17328885M,Memories of a Catholic girlhood,,eng,1.0000,0140184546,Penguin,"Jun 27, 1991",,11678964,VALID_COVER,326,500,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL17328885M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,
EN,CONTEMPORARY,Colm Tóibín,1,8,12,/works/OL4701834W,Mothers and Sons,Colm Tóibín,1.0000,2007,/books/OL8457312M,Mothers and Sons,Stories,eng,1.0000,9781416534655,Scribner,"January 2, 2007",,760245,VALID_COVER,331,500,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL8457312M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,
EN,CONTEMPORARY,Colm Tóibín,1,8,12,/works/OL20354712W,New Ways to Kill Your Mother,Colm Tóibín,1.0000,2012,/books/OL32128944M,New ways to kill your mother,writers and their families,eng,1.0000,9780771084379,Emblem,2012,,10791044,VALID_COVER,338,500,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL32128944M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,
EN,CONTEMPORARY,Colm Tóibín,1,8,12,/works/OL18020255W,Nora Webster,Colm Tóibín,1.0000,2015,/books/OL31948204M,Nora Webster,,eng,1.0000,9781471286681,WF Howes Ltd,2015,,10629842,VALID_COVER,319,500,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL31948204M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,
EN,CONTEMPORARY,Colson Whitehead,1,7,10,/works/OL28736458W,Crook Manifesto,Colson Whitehead,1.0000,2023,/books/OL51350912M,Crook Manifesto,A Novel,eng,1.0000,9780525567288,Knopf Doubleday Publishing Group,2024,,14600763,VALID_COVER,296,450,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL51350912M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,
EN,CONTEMPORARY,Colson Whitehead,1,7,10,/works/OL24151553W,Harlem Shuffle,Colson Whitehead | Yannick García,1.0000,2021,/books/OL34709636M,Harlem Shuffle,,eng,1.0000,9780708899441,"Little, Brown Book Group Limited",2021,,12412871,VALID_COVER,262,400,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL34709636M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,
EN,CONTEMPORARY,Colson Whitehead,1,7,10,/works/OL1822530W,John Henry Days,Colson Whitehead,1.0000,2001,/books/OL6787035M,John Henry Days,a novel,eng,1.0000,0385498195,Doubleday,2001,,241997,VALID_COVER,317,475,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL6787035M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,
EN,CONTEMPORARY,Cormac McCarthy,1,9,13,/works/OL40879W,Blood Meridian,Cormac McCarthy,1.0000,1985,/books/OL1566695M,Blood Meridian,"Or, The evening redness in the West",eng,1.0000,0679728759,Vintage Books,1992,,15248079,VALID_COVER,324,500,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL1566695M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,
EN,CONTEMPORARY,Cormac McCarthy,1,9,13,/works/OL40878W,Child of God,Cormac McCarthy,1.0000,1974,/books/OL42848625M,Child of God,,eng,1.0000,9781447212478,Picador,2011,,14633657,VALID_COVER,328,500,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL42848625M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,
EN,CONTEMPORARY,Cormac McCarthy,1,9,13,/works/OL40869W,Cities of the Plain,Cormac McCarthy,1.0000,1998,/books/OL22326475M,Cities of the plain,,eng,1.0000,0679423907,Kopf,1998,,9158767,VALID_COVER,338,500,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL22326475M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,
EN,CONTEMPORARY,Cormac McCarthy,1,9,13,/works/OL36072548W,Cormac Mccarthy : Vol I,Cormac McCarthy | Stephen R. Pastore | Paul J. Ford,1.0000,2013,/books/OL48730222M,Cormac Mccarthy : Vol I,a Bibliography,eng,1.0000,9781937727338,Grand Mal Press,2013,,15254489,VALID_COVER,314,500,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL48730222M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,
EN,CONTEMPORARY,Cormac McCarthy,1,9,13,/works/OL40875W,No Country for Old Men,Cormac McCarthy,1.0000,1900,/books/OL28242695M,No Country for Old Men,,eng,1.0000,9780330440110,"Vintage, 2006","Jun 12, 2006",,15248080,VALID_COVER,325,500,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL28242695M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,
EN,CONTEMPORARY,David Mitchell,1,7,10,/works/OL482448W,A 'peculiar' place,David Mitchell,1.0000,1989,/books/OL1801970M,A 'peculiar' place,"the Adelaide Hospital, Dublin : its t imes, places and personalities, 1839 to 1989",eng,1.0000,0905471164,Blackwater,1989,,13237267,VALID_COVER,500,281,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL1801970M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,
EN,CONTEMPORARY,David Mitchell,1,7,10,/works/OL271982W,Black Swan Green,David Mitchell,1.0000,2006,/books/OL32830092M,Black Swan Green,,eng,1.0000,9781846175756,Charnwood,2007,,11462094,VALID_COVER,305,500,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL32830092M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,
EN,CONTEMPORARY,David Mitchell,1,7,10,/works/OL271978W,British Railways Past and Present,David Mitchell,1.0000,1991,/books/OL12042906M,British Railways Past and Present,,eng,1.0000,9781858950884,Past & Present Publishing Ltd,"January 24, 1996",,3011158,VALID_COVER,361,500,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL12042906M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,
EN,CONTEMPORARY,David Mitchell,1,7,10,/works/OL482454W,Cloud Atlas,David Mitchell,1.0000,2004,/books/OL32980593M,Cloud Atlas,,eng,1.0000,9781444730043,Sceptre,2011,,11605519,VALID_COVER,315,500,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL32980593M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,
EN,CONTEMPORARY,David Mitchell,1,7,10,/works/OL18569460W,Complete Origami,David Mitchell,1.0000,2008,/books/OL23963357M,Complete Origami,"Easy Techniques, 25 Great Projects",eng,1.0000,9781554074594,Firefly Books,2009,,12195146,VALID_COVER,496,500,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL23963357M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,
EN,CONTEMPORARY,David Mitchell,1,7,10,/works/OL22135354W,David Mitchell,David Mitchell,1.0000,2012,/books/OL32885642M,David Mitchell,Back Story,eng,1.0000,9780007351725,HarperCollins,"Jul 28, 2012",,11516881,VALID_COVER,327,500,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL32885642M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,
EN,CONTEMPORARY,David Mitchell,1,7,10,/works/OL21338542W,Dishonesty is the Second-Best Policy and Other Rules to Live By,David Mitchell,1.0000,2019,/books/OL29467670M,Dishonesty Is the Second-Best Policy,And Other Rules to Live By,eng,1.0000,9781783351985,"Faber & Faber, Limited",2020,,14670261,VALID_COVER,260,400,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL29467670M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,
EN,CONTEMPORARY,David Mitchell,1,7,10,/works/OL271981W,Ghostwritten,David Mitchell,1.0000,1999,/books/OL46035M,Ghostwritten,a novel,eng,1.0000,0679463046,Random House,1999,,419307,VALID_COVER,312,475,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL46035M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,
EN,CONTEMPORARY,David Mitchell,1,7,10,/works/OL3356237W,Karate,David Mitchell,1.0000,1990,/books/OL27853411M,Karate,,eng,1.0000,9781854220745,Magna Books,1991,,13408094,VALID_COVER,376,500,JPEG,data/cache/en-mass-editorial-engine/covers/EN-OL27853411M.jpeg,NO,NO,167.0000,201.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,
