language,policy_author,work_title,edition_key,edition_languages,isbn,publisher,publish_date,page_count_state,error
NL,Anna Enquist,Daer een seigneur zijn handen wast,/books/OL41233671M,dut,9789085164760,B for Books,2017,NO_PAGE_COUNT,
NL,Anna Enquist,De ijsdragers,/books/OL9112842M,dut,9789074336703,Stichting Collectieve Propaganda van het Nederlandse Boek,2002,NO_PAGE_COUNT,
NL,Arnon Grunberg,Nee / Je weet hoe vossen zijn,/books/OL38538519M,dut,9789059655263,Nationaal Comité 4 en 5 mei,2020,NO_PAGE_COUNT,
NL,Arthur Japin,De grote wereld,/books/OL24332406M,dut,9059650271,Stichting Collectieve Propaganda van het Nederlandse Boek,2006,NO_PAGE_COUNT,
NL,Arthur Japin,"Geluk, een geheimtaal",/books/OL62360071M,dut,978 90 295 4051 3,De Arbeiderspers (singeluitgeverijen),2019 1126,NO_PAGE_COUNT,
NL,Arthur Japin,Heksenmonument,/books/OL48571887M,dut,9789048869244,Lebowski,2023,NO_PAGE_COUNT,
NL,Ilja Leonard Pfeijffer,Monterosso mon amour,/books/OL41239896M,dut,9789059658783,Stichting Collectieve Propaganda van het Nederlandse Boek,[2022],NO_PAGE_COUNT,
NL,Peter Buwalda,Bonita Avenue,/books/OL25426615M,dut,9789023457299,De Bezige Bij,2010,NO_PAGE_COUNT,
NL,Thomas Rosenboom,De mensen thuis,/books/OL25735273M,dut,9041300325,Singel Pockets,2001,NO_PAGE_COUNT,
NL,Tommy Wieringa,Nirwana,/books/OL59690511M,dut,9789403128658,De Bezige Bij,2023,NO_PAGE_COUNT,
NL,Herman Koch,Over de lengte van een gang,/books/OL25432000M,dut,9789085161615,B for Books,,NO_PAGE_COUNT,
NL,Anna Enquist,Grieks voetbal,/books/OL25420220M,dut,9789085161936,B for Books,,NO_PAGE_COUNT,
NL,Arnon Grunberg,"De advocaat, de leerlooier en de forellen",/books/OL24300732M,dut,,Boekhandel Lankamp & Brinkman,1994,NO_PAGE_COUNT,
NL,Herman Koch,"Red ons, Maria Montanelli",/books/OL25938087M,dut,,De Volkskrant,2011,NO_PAGE_COUNT,
NL,Kader Abdolah,De man,/books/OL25677889M,dut,,Wolters-Noordhoff,,NO_PAGE_COUNT,
NL,Saskia Noort,Afgunst,/books/OL25775413M,dut,9789059650497,Stichting Collectieve Propaganda van het Nederlandse Boek,2007,NO_PAGE_COUNT,
NL,Saskia Noort,De verbouwing,/books/OL25945566M,dut,9789041409713,Anthos,[2009],NO_PAGE_COUNT,
NL,Simone van der Vlugt,Aan niemand vertellen,/books/OL25422848M,dut,9789041423474,Anthos,2012,NO_PAGE_COUNT,
NL,Simone van der Vlugt,Herfstlied,/books/OL32104800M,dut,9789041415929,Anthos,2010,NO_PAGE_COUNT,
NL,Simone van der Vlugt,Schaduwzuster,/books/OL25930318M,dut,9789041420343,Anthos,2011,NO_PAGE_COUNT,
NL,Simone van der Vlugt,Wij zijn de Bickers,/books/OL28315453M,dut,9789044637598,Prometheus,2019,NO_PAGE_COUNT,
NL,Frederik van Eeden,Sirius en Siderius,/books/OL24627095M,dut,9063251378,Servire,1980,NO_PAGE_COUNT,
NL,Marcellus Emants,Drie novellen,/books/OL24334744M,dut,9027410860,Het Spectrum,1981,NO_PAGE_COUNT,
NL,Marcellus Emants,Een nagelaten bekentenis,/books/OL24334742M,dut,9021495902,Querido,1984,NO_PAGE_COUNT,
NL,Marcellus Emants,Een zitting met Eusapia Paladino,/books/OL24334611M,dut,9022305856,Manteau,1977,NO_PAGE_COUNT,
NL,Marcellus Emants,Goudakkers illusiën,/books/OL24334735M,dut,9021495325,Querido,1982,NO_PAGE_COUNT,
NL,Marcellus Emants,Jong Holland,/books/OL24334739M,dut,9021495775,Querido,1983,NO_PAGE_COUNT,
NL,Menno ter Braak,Hampton Court,/books/OL24639217M,dut,9028204598,Van Oorschot,1964 [i.e. 1978],NO_PAGE_COUNT,
NL,Nescio,Heimwee en andere fragmenten,/books/OL24629498M,dut,9028201165,Van Oorschot,1978,NO_PAGE_COUNT,
NL,Simon Vestdijk,Albert Verwey en de idee,/books/OL24326152M,dut,9025380255,Polak & Van Gennep,1965,NO_PAGE_COUNT,
NL,Simon Vestdijk,Het wezen van de angst,/books/OL24326120M,dut,9023412302,De Bezige Bij,1979,NO_PAGE_COUNT,
NL,Simon Vestdijk,Terug tot Ina Damman,/books/OL24650500M,dut,9001547923,Wolters-Noordhoff,1993,NO_PAGE_COUNT,
NL,Marcellus Emants,Mensen,/books/OL24334734M,dut,9021495236,Querido,1981,NO_PAGE_COUNT,
NL,Marcellus Emants,Monaco,/books/OL25432381M,dut,9020414627,Veen,[1999],NO_PAGE_COUNT,
NL,Nescio,Dichtertje ; De Uitvreter ; Titaantjes,/books/OL25448371M,dut,9038854951,Nijgh & Van Ditmar,1997,NO_PAGE_COUNT,
NL,Carry van Bruggen,Eva,/books/OL24639303M,dut,,Querido,1927,NO_PAGE_COUNT,
NL,Cyriel Buysse,Uit Vlaanderen,/books/OL25650008M,dut,,H. J. W. BECHT,1899,NO_PAGE_COUNT,
NL,Felix Timmermans,Ik zag Cecilia komen,/books/OL25448178M,dut,,Van Kampen,[1938],NO_PAGE_COUNT,
NL,Felix Timmermans,Pallieter,/books/OL26503791M,dut,,Project Gutenberg,2004 February 28,NO_PAGE_COUNT,
NL,Joost van den Vondel,Alle de Werken,/books/OL23271148M,dut,,Leeuw,1900,NO_PAGE_COUNT,
NL,Joost van den Vondel,"Op het onset van Piet Heyns buyt, het VVest-Injes-Huys spreeckt",/books/OL33197417M,dut,,W.J. Blaeu?,1629,NO_PAGE_COUNT,
NL,Joost van den Vondel,Toneelspelen,/books/OL16390644M,dut,,Elsevier,1949,NO_PAGE_COUNT,
NL,Louis Couperus,De boeken der kleine zielen,/books/OL24651395M,dut,,Van Kampen,1969,NO_PAGE_COUNT,
NL,Louis Couperus,Reis-impressies,/books/OL24627092M,dut,,Veen,[1894],NO_PAGE_COUNT,
NL,Louis Couperus,Wereldvrede ..,/books/OL24626849M,dut,,Veen,1924,NO_PAGE_COUNT,
NL,Louis Couperus,Williswinde,/books/OL24651296M,dut,,Veen,[1895],NO_PAGE_COUNT,
NL,Menno ter Braak,De nieuwe elite,/books/OL24327682M,dut,,Stols,1945,NO_PAGE_COUNT,
NL,Frederik van Eeden,Enkele verzen,/books/OL23435722M,dut,,W. Versluys,1898,NO_PAGE_COUNT,
NL,Simon Vestdijk,De kellner en de levenden,/books/OL24326235M,dut,,De Bezige Bij,1950,NO_PAGE_COUNT,
NL,Frederik van Eeden,Johannes Viator: het boek van de liefde,/books/OL23441431M,dut,,W. Versluys,1895,NO_PAGE_COUNT,
NL,Frederik van Eeden,Van de koele meren des doods,/books/OL25182238M,dut,,Wereldbibliotheek,1935,NO_PAGE_COUNT,
NL,Simon Vestdijk,De nadagen van Pilatus,/books/OL25483817M,dut,,De Arbeiderspers,1959,NO_PAGE_COUNT,
NL,Simon Vestdijk,De toekomst der religie,/books/OL24326138M,dut,,Van Loghum Slaterus,1965,NO_PAGE_COUNT,
NL,Arthur van Schendel,De wereld een dansfeest,/books/OL28418228M,dut,9789021493992,Em. Querido's Uitgeverij B.V.,1992,NO_PAGE_COUNT,
NL,Jacob van Lennep,A-saga ; E-legende ; O-sprook,/books/OL24300343M,dut,902230678X,Manteau,[1978],NO_PAGE_COUNT,
NL,Jacob van Lennep,De roos van Dekama,/books/OL24634034M,dut,9032500953,De Kern,1980,NO_PAGE_COUNT,
NL,Arthur van Schendel,Angiolino en de lente,/books/OL24245038M,dut,,Boosten en Stols,1925,NO_PAGE_COUNT,
NL,Arthur van Schendel,Een zwerver verdwaald,/books/OL24650602M,dut,,Versluys,1907,NO_PAGE_COUNT,
NL,Jacob van Lennep,De pleegzoon,/books/OL24632815M,dut,,Sijthoff,[ca. 1880],NO_PAGE_COUNT,
NL,Jacob van Lennep,Elizabeth Musch,/books/OL245151M,dut,,A.W. Sijthoff,1891,NO_PAGE_COUNT,
NL,Jacob van Lennep,Ferdinand Huyck,/books/OL24627071M,dut,,Sijthoff,[1883],NO_PAGE_COUNT,
NL,Jacob van Lennep,Klaasje Zevenster,/books/OL24603669M,dut,,Sijthoff,1897,NO_PAGE_COUNT,
NL,Jacob van Lennep,Nederland in den goeden ouden tijd,/books/OL25945545M,dut,,De Haan,1942,NO_PAGE_COUNT,
NL,Jacob van Lennep,Novellen,/books/OL24625637M,dut,,Sijthoff,1897,NO_PAGE_COUNT,
NL,Spinoza,"Spinoza, Opera",/books/OL18798561M,lat | ger | dut | heb,353303447X,C. Winter,1925,NO_PAGE_COUNT,
NL,Joep Dohmen,Tegen de onverschilligheid,/books/OL41292558M,dut,9789026321702,Ambo,2007,NO_PAGE_COUNT,
NL,Jacques Presser,Orpheus en Ahasverus,/books/OL25198956M,dut,9025315143,Athenaeum-Polak & Van Gennep,1969,NO_PAGE_COUNT,
NL,Jacques Presser,Moord in Meppel,/books/OL24330777M,dut,,Elsevier,1953,NO_PAGE_COUNT,
NL,Johan Huizinga,De mensch en de beschaving,/books/OL24655286M,dut,,Pantheon/Veen,1946,NO_PAGE_COUNT,
NL,Johan Huizinga,Nederland's geestesmerk,/books/OL26207724M,dut,,Sijthoff,1935,NO_PAGE_COUNT,
NL,Johan Huizinga,Over de grenzen van spel en ernst in de cultuur,/books/OL25216049M,dut,,H.D. Tjeenk Willink,1933,NO_PAGE_COUNT,
NL,Govert Schilling,Tweeling aarde,/books/OL12802110M,dut,9789028417496,Uitgeverij Wereldbibliotheek,"December 22, 2003",NO_PAGE_COUNT,
NL,Midas Dekkers,Poes,/books/OL25192491M,dut,9789025430825,Uitgeverij Contact,2009,NO_PAGE_COUNT,
NL,Midas Dekkers,Rood,/books/OL25192464M,dut,9789025435776,Uitgeverij Contact,2011,NO_PAGE_COUNT,
NL,Midas Dekkers,Zo goed als nieuw,/books/OL26456440M,dut,9789085160908,B for Books,,NO_PAGE_COUNT,
NL,Cees Nooteboom,Het gezicht van het oog,/books/OL858194M,dut,3926608692,Kleinheinrich,1991,NO_PAGE_COUNT,
NL,Harry Mulisch,Archibald Strohalm,/books/OL30625527M,dut,9023406907,De Bezige Bij,1980,NO_PAGE_COUNT,
NL,Harry Mulisch,De taal is een ei,/books/OL25417429M,dut,9025381111,Athenaeum-Polak & Van Gennep,1979,NO_PAGE_COUNT,
NL,Harry Mulisch,De versierde mens,/books/OL32557843M,dut,9023400100,De Bezige Bij,1977,NO_PAGE_COUNT,
NL,Harry Mulisch,Het stenen bruidsbed,/books/OL18755256M,dut,902149731X,De Bezige Bij,1991,NO_PAGE_COUNT,
NL,Hella S. Haasse,De tuinen van Bomarzo,/books/OL25428395M,dut,9021493101,Querido,1972,NO_PAGE_COUNT,
NL,Hugo Claus,Toneel,/books/OL9087054M,dut,9789023430469,De Bezige Bij,1989,NO_PAGE_COUNT,
NL,Jan Wolkers,Terug naar oegstgeest,/books/OL47146172M,dut,9789029090650,Meulenhoff Boekerij B.V.,1975,NO_PAGE_COUNT,
NL,Jan Wolkers,Winter-bloei,/books/OL41094038M,dut,9789059655027,Stichting voor de Collectieve Propaganda van het Nederlandse Boek,2019,NO_PAGE_COUNT,
NL,Maarten 't Hart,De stekelbaars,/books/OL24327140M,dut,9027472580,Het Spectrum,1978,NO_PAGE_COUNT,
NL,Maarten 't Hart,De versnijdenis ; De neef van Mata Hari,/books/OL24327112M,dut,9028052704,Meulenhoff Educatief,1982,NO_PAGE_COUNT,
NL,Marga Minco,Maart,/books/OL25432386M,dut,9027492271,Het Spectrum,1979,NO_PAGE_COUNT,
NL,Renate Dorrestein,Echt sexy,/books/OL25724158M,dut,9789001775155,Noordhoff,2009,NO_PAGE_COUNT,
NL,Renate Dorrestein,Een hart van steen,/books/OL16413725M,dut,9025497365,Pandora,2000,NO_PAGE_COUNT,
NL,Jan Wolkers,Zomerhitte,/books/OL24334234M,dut,9059650123,Stichting Collectieve Propaganda van het Nederlandse Boek,2005,NO_PAGE_COUNT,
NL,Maarten 't Hart,Dutch dreamgirls,/books/OL24327114M,dut,9068250019,Uniepers,1984,NO_PAGE_COUNT,
NL,Renate Dorrestein,Zolang er leven is,/books/OL25439110M,dut,9025427618,Contact,2004,NO_PAGE_COUNT,
NL,Jeroen Brouwers,Liefste in de verte,/books/OL26456441M,dut,9789085161318,B for Books,,NO_PAGE_COUNT,
NL,Remco Campert,Het leven is vurrukkulluk,/books/OL25420214M,dut,9789059651456,Stichting CPNB,,NO_PAGE_COUNT,
NL,Jan Wolkers,Waar je valt daar lig je,/books/OL24300744M,dut,,Burgersdijk & Niermans,2006,NO_PAGE_COUNT,
NL,Louis Paul Boon,"Blauwbaardje in wonderland, en andere grimmige sprookjes voor verdorven kinderen",/books/OL24334786M,dut,,De Arbeiderspers,1962,NO_PAGE_COUNT,
NL,Ivo Michiels,Het boek alfa,/books/OL17205518M,dut,9023400461,Uitgeverij De Bezige Bij,1963,NO_PAGE_COUNT,
NL,Guus Kuijer,Met de poppen gooien,/books/OL25617616M,dut,9021432625,Querido,1997,NO_PAGE_COUNT,
NL,Guus Kuijer,Pappa is een hond,/books/OL50994815M,dut,9789021414126,Singel Uitgevers,1979,NO_PAGE_COUNT,
NL,Jan Terlouw,Gevangenis met een open deur,/books/OL47228799M,dut,9789060696361,Lemniscaat,"Mar 19, 1988",NO_PAGE_COUNT,
EN,Ali Smith,Autumn,/books/OL37067268M,eng,9781101870730,Pantheon Books,2016,NO_PAGE_COUNT,
EN,Ali Smith,Girl Meets Boy,/books/OL32952108M,eng,9781847670919,Canongate,2008,NO_PAGE_COUNT,
EN,Chimamanda Ngozi Adichie,Fiction,/books/OL23070597M,eng,9780073104447,McGraw-Hill Higher Education,2010,NO_PAGE_COUNT,
EN,Cormac McCarthy,Cities of the Plain,/books/OL22326475M,eng,0679423907,Kopf,1998,NO_PAGE_COUNT,
EN,Hilary Mantel,A Change of Climate,/books/OL32800501M,eng,0140127755,Penguin Books,1995,NO_PAGE_COUNT,
EN,Hilary Mantel,A Place of Greater Safety,/books/OL25563973M,eng,9780007250554,Harper Perennial,2007,NO_PAGE_COUNT,
EN,Hilary Mantel,Beyond Black,/books/OL32496277M,eng,0805073566,Henry Holt and Company,2005,NO_PAGE_COUNT,
EN,Ian McEwan,Enduring Love,/books/OL32651426M,eng,9780385494144,Anchor Books,1999-01,NO_PAGE_COUNT,
EN,Jonathan Franzen,Farther away,/books/OL25131852M,eng,9780374153571,"Farrar, Straus and Giroux",2012,NO_PAGE_COUNT,
EN,Joyce Carol Oates,"After the wreck, I picked myself up, spread my wings, and flew away",/books/OL3412941M,eng,9780060735258,HarperTempest,2006,NO_PAGE_COUNT,
EN,Julian Barnes,Arthur & George (Sound Library),/books/OL7811913M,eng,9780792738633,BBC Audiobooks,January 2006,NO_PAGE_COUNT,
EN,Louise Erdrich,Four Souls/Tracks CD,/books/OL9235861M,eng,9780060757618,HarperAudio,"June 21, 2004",NO_PAGE_COUNT,
EN,Margaret Atwood,Bashful Bob and Doleful Dorinda,/books/OL17844487M,eng,9781599900049,Bloomsbury Children's Books,2006,NO_PAGE_COUNT,
EN,Margaret Atwood,Bodily Harm,/books/OL48101746M,eng,0860683443,Virago Press,1989,NO_PAGE_COUNT,
EN,Margaret Atwood,Burning Questions,/books/OL46862320M,eng,9780771096402,McClelland & Stewart,2022,NO_PAGE_COUNT,
EN,Margaret Atwood,Cat's Eye,/books/OL48100626M,eng,1853811262,Virago,1991,NO_PAGE_COUNT,
EN,Margaret Atwood,Dancing girls and other stories,/books/OL39480347M,eng,0770415311,Seal Books,1978-09,NO_PAGE_COUNT,
EN,Thomas Pynchon,Forms of the Novella,/books/OL43333286M,eng,9780394327174,Alfred A. Knopf,1981,NO_PAGE_COUNT,
EN,Edith Wharton,Ethan Frome and Selected Stories,/books/OL31894754M,eng,9781593080907,Barnes & Noble Classics,2004,NO_PAGE_COUNT,
EN,George Eliot,Middlemarch,/books/OL44209667M,eng,9780451513304,Penguin Publishing Group,1964,NO_PAGE_COUNT,
EN,Jane Austen,Emma,/books/OL50293425M,eng,9781905716890,Prospero Books,/1993,NO_PAGE_COUNT,
EN,Jane Austen,Sense and Sensibility,/books/OL61659307M,eng,9789380914589,Samaira Book Publishers,"April 17, 2017",NO_PAGE_COUNT,
EN,Jonathan Swift,A Modest Proposal,/books/OL11310892M,eng,9780895987389,Perfection Learning,"January 31, 1980",NO_PAGE_COUNT,
EN,Jonathan Swift,Animal Farm with Connections,/books/OL9226691M,eng,9780030554346,Holt Rinehart & Winston,August 1999,NO_PAGE_COUNT,
EN,Jonathan Swift,Gulliver's Travels,/books/OL46120597M,eng,9798886000634,MiraVista Press,2022,NO_PAGE_COUNT,
EN,Mark Twain,A pen warmed-up in hell,/books/OL20945145M,eng,0060802790,Harper & Row,1973,NO_PAGE_COUNT,
EN,Mark Twain,Life as I Find It,/books/OL31960169M,eng,0060804114,Harper & Row Publishers,1978,NO_PAGE_COUNT,
EN,Mary Shelley,Bernie Wrightson's Frankenstein,/books/OL8198121M,eng,9780887331930,Underwood-Miller,January 1995,NO_PAGE_COUNT,
EN,Walt Whitman,"Leaves of Grass, a Textual Variorum of the Printed Poems, 1855-1856 Vol. I-III",/books/OL44217475M,eng,9780451515377,Penguin Publishing Group,1943,NO_PAGE_COUNT,
EN,bell hooks,Appalachian Elegy,/books/OL25316948M,eng,9780813136691,University Press of Kentucky,2012,NO_PAGE_COUNT,
EN,Alan Moore,"25,000 years of erotic freedom",/books/OL23192359M,eng,9780810948464,Harry N. Abrams,2009,NO_PAGE_COUNT,
EN,Alan Moore,Alan Moore on his work and career,/books/OL17563970M,eng,9781404210776,Rosen Pub.,2008,NO_PAGE_COUNT,
EN,Alison Bechdel,Are you my mother?,/books/OL25247569M,eng,9780618982509,Houghton Mifflin Harcourt,2012,NO_PAGE_COUNT,
EN,Art Spiegelman,Be A Nose Three Sketchbooks,/books/OL26080754M,eng,9781934781142,McSweeney's Books,2009,NO_PAGE_COUNT,
EN,Art Spiegelman,Breakdowns,/books/OL16491037M,eng,9780375423956,Pantheon Books,2008,NO_PAGE_COUNT,
EN,Tony Judt,Colabration Reistance And Retribution,/books/OL9450619M,eng,9780691059402,Princeton University Press,September 2009,NO_PAGE_COUNT,
EN,Jane Goodall,Chimpanzee family,/books/OL24617157M,eng,9781550660135,Madison Marketing Ltd.,1991,NO_PAGE_COUNT,
EN,Alice Walker,By The Light of My Father's Smile,/books/OL32650565M,eng,0704350831,Woman's Press,1998,NO_PAGE_COUNT,
EN,Anthony Burgess,A long trip to teatime,/books/OL38227238M,eng,0883730774,Stonehill Publishing Co.,1978,NO_PAGE_COUNT,
EN,Ernest Hemingway,A Farewell to Arms,/books/OL11149627M,eng,9780791096246,Chelsea House Publishers,January 2008,NO_PAGE_COUNT,
EN,Evelyn Waugh,Brideshead Revisited,/books/OL18563792M,eng,0140008217,Penguin,1962,NO_PAGE_COUNT,
EN,George Orwell,Black Gold,/books/OL24259442M,eng,9780470048030,"John Wiley & Sons, Ltd.",2006,NO_PAGE_COUNT,
EN,George Orwell,Decline of the English Murder,/books/OL24324771M,eng,9780141956558,Penguin Group UK,2010,NO_PAGE_COUNT,
EN,James Joyce,A Mother,/books/OL27818194M,eng,9781443440127,HarperPerennial Classics,2014-07-15,NO_PAGE_COUNT,
EN,James Joyce,Araby,/books/OL27816186M,eng,9781443435024,Harper Perennial Classics,2014-07-15,NO_PAGE_COUNT,
EN,Kurt Vonnegut,A Conversation with Kurt Vonnegut (Avid Reader),/books/OL12273666M,eng,9781579704537,Audio-Forum,"April 17, 2007",NO_PAGE_COUNT,
EN,Kurt Vonnegut,Basic Training,/books/OL45228619M,eng,9781511323628,Audible Studios on Brilliance,2015-09-29,NO_PAGE_COUNT,
EN,Kurt Vonnegut,Confido,/books/OL24309011M,eng,9780440339403,Random House Publishing Group,2009,NO_PAGE_COUNT,
EN,Muriel Spark,Authors' ghosts,/books/OL16258413M,eng,1874122369,Rees & O'Neill,2004,NO_PAGE_COUNT,
EN,Ray Bradbury,A Memory of Murder,/books/OL7517842M,eng,9780440155591,Dell,1984-02,NO_PAGE_COUNT,
