source_key,title,subtitle,authors,publication_year,isbn,publisher,genres,review_group,decision,reason
/books/OL20977670M,La cacería,,Alejandro Paternain,1999,9788420429939,Alfaguara,Fiction | Histoire,ES_FINAL_BATCH_01,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL13198928M,Tratado de Fileteado Porteno,,Alfredo Genovese,2006,9789872295806,Ediciones Portenas,,ES_FINAL_BATCH_01,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL16622954M,Callejones y mansiones,espacios de opinión pública y redes sociales y políticas en la Lima del 900,Alicia del Aguila Peralta,1997,9789972400872,"Pontificia Universidad Católica del Perú, Fondo Editorial",Histoire | Politique,ES_FINAL_BATCH_01,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL17020714M,El testimonio peruano oral y las ciencias sociales,una problemática postmoderna,Alicia G Andreu,2000,9780970492333,"Centro de Estudios Literarios Antonio Cornejo Polar (CELACP), Latinoamericana Editores",Sciences sociales,ES_FINAL_BATCH_01,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL12955929M,Regina y Marcelo,Un Duetto de Amor (Employment & Social Affairs),Ana Maria Cabrera,2001,9789500720045,Sudamericana,Fiction,ES_FINAL_BATCH_01,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL12995069M,Imagineria y piedad privada en el interior del Virreinato rioplatense,,Ana María Martínez de Sánchez,1996,9789506920470,PRHISCO-CONICET,,ES_FINAL_BATCH_01,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL17061018M,La seducción de un orden,las elites y la construcción de Chile en las polémicas culturales y políticas del siglo XIX,Ana María Stuven,2000,9789561405950,Ediciones Universidad Católica de Chile,Histoire | Politique,ES_FINAL_BATCH_01,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL13002089M,Izquierda y Derecha En El Electorado Brasileno,,Andres Singer,2004,9789509231771,Clacso,Politique,ES_FINAL_BATCH_01,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL13229887M,Introduccion a la Quimica Industrial,,Angel Vian Ortuno,1995,9788429179330,Reverte,,ES_FINAL_BATCH_01,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL13307375M,Entre El Liberalismo y La Socialdemocracia,,Angeles J. Perona,1999,9788476583944,Anthropos Research & Publications,,ES_FINAL_BATCH_01,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL13272703M,"Galileo, Ciencia Y Religion",,Antoni Beltran Mari,2001,9788449309731,Ediciones Paidos Iberica,Histoire | Philosophie | Sciences,ES_FINAL_BATCH_01,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL40214646M,La habitación adoptiva,,Antonia Michaelis,2006,9789507532009,Cántaro,,ES_FINAL_BATCH_01,KEEP_TRANSLATION,Édition ou traduction espagnole validée lors de la revue éditoriale ES.
/books/OL3798072M,Volavérunt,novela,Antonio Larreta,1980,9788432055355,Planeta,Fiction,ES_FINAL_BATCH_01,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL4130005M,Cría ojos,,Ariel Dorfman,1979,9789684291027,Editorial Nueva Imagen,,ES_FINAL_BATCH_01,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL11379675M,Hacia LA Liberacion Del Lector Latinoamericano,,Ariel Dorfman,1984,9780910061216,Ediciones Del Norte,,ES_FINAL_BATCH_01,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL22922211M,Konfidenz,,Ariel Dorfman,1995,9780679763338,Alfaguara,Fiction,ES_FINAL_BATCH_01,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL851984M,La muerte y la doncella,,Ariel Dorfman,1992,9789505154173,Ediciones de la Flor,Fiction | Théâtre,ES_FINAL_BATCH_01,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL1762910M,Los sueños nucleares de Reagan,,Ariel Dorfman,1986,9789506000738,Editorial Legasa,Politique,ES_FINAL_BATCH_01,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL3819926M,Reader's nuestro que estás en la tierra,ensayos sobre el imperialismo cultural,Ariel Dorfman,1980,9789684291690,Editorial Nueva Imagen,,ES_FINAL_BATCH_01,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL6789809M,Terapia,una novela,Ariel Dorfman,2001,9781583220719,Siete Cuentos Editorial,Fiction,ES_FINAL_BATCH_02,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL32964690M,Para leer al pato Donald,,Ariel Dorfmann | Armand Mattelart | Ariel Dorfman | Ariel Dorfman,1971,,Ediciones Universitarias de Valparaiso,Politique,ES_FINAL_BATCH_02,REVIEW,"Notice conservée en revue: langue, édition, attribution, métadonnées, doublon ou pertinence éditoriale restant à confirmer."
/books/OL16496234M,Conflictos por el poder,Sinaloa de 1831 a 1880,Arturo Carrillo Rojas,2000,9789686608854,"Fondo Estatal para la Cultura y las Artes, Dirección de Investigación y Fomento de Cultura Regional",Histoire | Politique,ES_FINAL_BATCH_02,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL18489538M,Pragmatismo y voluntad,"la idea de nación de las élites en Colombia y Argentina, 1880-1910",Arturo Claudio Laguado Duca,2004,9789587013672,"Universidad Nacional de Colombia, Facultad de Ciencias Humanas",Histoire | Politique | Sciences sociales,ES_FINAL_BATCH_02,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL13111301M,"Plegarias de Rosh Hashana, Wolfsberg, 5705. Campo de Trabajo, Alemania, 1944.",,B. (ed). GUTTERMAN,2001,9789653081277,"Yad Vashem,",,ES_FINAL_BATCH_02,REVIEW,"Notice conservée en revue: langue, édition, attribution, métadonnées, doublon ou pertinence éditoriale restant à confirmer."
/books/OL18592428M,"De las partes de la tierra y de diversas provincias, o, las versiones castellanas del libro XV de ""De proprietatibus rerum""",,Bartholomaeus Anglicus,2007,9788496915046,Academia del Hispanismo,Histoire | Sciences,ES_FINAL_BATCH_02,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL13241042M,de Rabelais a Dali - La Imagen Grotesca del Cuerpo,,Beatriz Fernandez Ruiz,2006,9788437060200,Universidad de Valencia,Histoire,ES_FINAL_BATCH_02,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL3608537M,A construção intelectual do Brasil contemporâneo,da resistência à ditadura ao governo FHC,Bernardo Sorj,2001,9788571105461,Jorge Zahar Editor,Histoire | Politique | Sciences sociales,ES_FINAL_BATCH_02,REPLACE,"Notice à remplacer: langue étrangère, classement linguistique inadéquat ou qualité bibliographique insuffisante pour le socle ES."
/books/OL13115373M,Autoridad E Individuo,,Bertrand Russell,1997,9789681638535,Fondo de Cultura Economica USA,Philosophie | Politique,ES_FINAL_BATCH_02,KEEP_TRANSLATION,Édition ou traduction espagnole validée lors de la revue éditoriale ES.
/books/OL23213419M,Introducción a los accidentes geográficos,,Bobbie Kalman,2010,9780778782599,Crabtree,Jeunesse,ES_FINAL_BATCH_02,KEEP_TRANSLATION,Édition ou traduction espagnole validée lors de la revue éditoriale ES.
/books/OL142347M,"Don Pedro I de Brasil, posible rey de España",una conspiración liberal,Braz Augusto Aquino Brancato,1999,9788574300559,EDIPUCRS,Histoire,ES_FINAL_BATCH_02,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL21441304M,Texto y sociedad,problemas de historia literaria,"Bridget, Edward Baker y John Beverley Aldaraca",1990,9789051830798,Rodopi,,ES_FINAL_BATCH_02,REVIEW,"Notice conservée en revue: langue, édition, attribution, métadonnées, doublon ou pertinence éditoriale restant à confirmer."
/books/OL13219637M,Guia Practica Para Invitar a Casa,,C. Alvo Alonso,1994,9788423958368,"Espasa Calpe Mexicana, S.A.",,ES_FINAL_BATCH_02,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL13196409M,Borges y La Ciencia Ficcion,,Carlos Abraham,2005,9789871139644,Quadrata,Science-fiction,ES_FINAL_BATCH_02,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL13117590M,Introduccion a la historia del arte,,Carlos Alvear,2004,9789681858186,Editorial Limusa S.A. De C.V.,Histoire,ES_FINAL_BATCH_02,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL13116335M,La Patria en el Paseo de la Reforma,,Carlos Martinez Assad,2005,9789681674564,Fondo de Cultura Economica USA,Histoire,ES_FINAL_BATCH_02,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL18489572M,Desde el corazón de América,el pensamiento boliviano en el siglo XX,Carlos Pineiro Iniguez,2004,9789990575491,Plural Editores,Histoire | Politique,ES_FINAL_BATCH_02,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL12956192M,El Evangelio De Evita (Narrativas Historicas del Siglo XX),,Carlos R. Balmaceda,2003,9789500724081,Sudamericana,Fiction,ES_FINAL_BATCH_02,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL12804903M,Escritura e identidad criollas,Modialidades discursivas en la prosa hispanoamericana del siglo XVII (Portada Hispanica 12) (Portada Hispanica),Carmen de Mora,2001,9789042015272,Editions Rodopi B.V.,,ES_FINAL_BATCH_02,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL13220267M,Enciclopedia De Las Ciencias,,Catherine Headlam,1994,9788424121334,Everest De Ediciones Y Distribucion,Sciences,ES_FINAL_BATCH_02,KEEP_TRANSLATION,Édition ou traduction espagnole validée lors de la revue éditoriale ES.
/books/OL13197664M,Trabajos de La Memoria,,Cecilia Macon,2006,9789872040253,Ladosur,Histoire | Philosophie,ES_FINAL_BATCH_02,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL12207976M,Mujeres del Mundo,Leyes y Políticas que Afectan sus Vidas Reproductivas - América Latina y el Caribe,Centro Legal Para Derechos Reproductivos | Centro Legal para Derechos Reproductivos Políticas Públicas Center for Reproductive Law; Policy),1997,9781890671020,Women Ink,,ES_FINAL_BATCH_02,REVIEW,"Notice conservée en revue: langue, édition, attribution, métadonnées, doublon ou pertinence éditoriale restant à confirmer."
/books/OL13196691M,Historias de La Ciencia Argentina II,,Cesa Lorenzano,2006,9789871172092,Eduntref,Histoire | Sciences,ES_FINAL_BATCH_02,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL13193576M,El arte del Islam,,Clara Delgado,1991,9788420743448,ANAYA INFANTIL Y JUVENIL,,ES_FINAL_BATCH_02,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL13361629M,Descubre los sentidos,,D. Suzuki,2002,9788497540322,Ediciones Paidos Iberica,Jeunesse | Sciences,ES_FINAL_BATCH_02,KEEP_TRANSLATION,Édition ou traduction espagnole validée lors de la revue éditoriale ES.
/books/OL13197726M,Buenos Aires Arte Publico,Esculturas y Monumentos de La Ciudad,Daniel Gonzalo Tejo,2004,9789872053338,Trejo Ediciones,,ES_FINAL_BATCH_02,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL32817808M,El zoo humano,,Desmond Morris,1985,9788476343241,Orbis,Sciences | Sciences sociales,ES_FINAL_BATCH_02,KEEP_TRANSLATION,Édition ou traduction espagnole validée lors de la revue éditoriale ES.
/books/OL13196604M,Historias Del Arte/art Histories,Diccionario De Certezas E Intuiciones (Los Sentidos),Diana Aisenberg,2004,9789871156078,Adriana Hidalgo Editora,Arts,ES_FINAL_BATCH_02,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL23108419M,María de Sanabria,,Diego Bracco,2007,9788497633772,Ediciones Nowtilus,Fiction | Histoire,ES_FINAL_BATCH_02,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL13199051M,Edgardo Gimenez - Rustica,,Edgardo Gimenez,2002,9789874329745,Author-Publishers,,ES_FINAL_BATCH_02,REVIEW,"Notice conservée en revue: langue, édition, attribution, métadonnées, doublon ou pertinence éditoriale restant à confirmer."
/books/OL16290204M,Escritos,propuestas para una sociedad comprometida,Edgardo Juan Trucco,2003,9789875082137,Universidad Nacional del Litoral,Politique,ES_FINAL_BATCH_03,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL22971270M,Manualidades con Marina,,Editores | Marina Orcoyen,1998,9789500819985,Atlántida,,ES_FINAL_BATCH_03,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL12959580M,"La Cosa Politica, O, El Acecho de Lo Real",,Eduardo Gruner,2005,9789501265453,Ediciones Paidos Iberica,Philosophie | Politique,ES_FINAL_BATCH_03,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL12963660M,Taekwondo - Itf,,Eduardo Kuper,1991,9789502404721,Albatros,,ES_FINAL_BATCH_03,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL13122584M,Ruptura y Oposicion,"El Movimiento Henriquista, 1945-1954",Elisa Servin,2001,9789684933798,Cal y Arena,Politique,ES_FINAL_BATCH_03,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL13155642M,Vanguardias y Neovanguardias Artisticas,Un Balance de Fin de Siglo (Coleccion Polifonia),Elizabeth Sanchez Garay,2003,9789707221833,Plaza y Valdes,Histoire,ES_FINAL_BATCH_03,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL22497651M,Calamarí,,Emilio Ruiz Barrachina,2000,9788423998272,Espasa Calpe,Fiction,ES_FINAL_BATCH_03,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL13273110M,"Plano, El",En El Origen Del Cine,Emmanuel Siety,2004,9788449315756,Ediciones Paidos Iberica,,ES_FINAL_BATCH_03,KEEP_TRANSLATION,Édition ou traduction espagnole validée lors de la revue éditoriale ES.
/books/OL19012273M,La máscara de los poderosos,,Enrique González Duro,1999,9788479544980,Ediciones Libertarias,,ES_FINAL_BATCH_03,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL16295422M,Kohunlich,emplazamiento y desarrollo histórico,Enrique Nalda,2004,9789703503117,Instituto Nacional de Antropología e Historia,,ES_FINAL_BATCH_03,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL13120189M,Nacar En Manos Otomies,,Enriqueta M. Olguin,2004,9789683699992,Universidad Nacional Autonoma,,ES_FINAL_BATCH_03,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL25558182M,Marx y su concepto del hombre,Karl Marx : manuscritos econo mico-filoso ficos,Erich Fromm,2000,9789681601881,Fondo de Cultura Económica,Économie et entreprise,ES_FINAL_BATCH_03,KEEP_TRANSLATION,Édition ou traduction espagnole validée lors de la revue éditoriale ES.
/books/OL13191095M,¿Qué es una nación?,Cartas a Strauss,Ernest Renan,1992,9788420602943,Alianza,,ES_FINAL_BATCH_03,KEEP_TRANSLATION,Édition ou traduction espagnole validée lors de la revue éditoriale ES.
/books/OL13321693M,La Naturaleza Y Los Griegos,,Erwin Schrödinger | Roger Penrose,2002,9788483105337,TusQuets,Philosophie | Sciences,ES_FINAL_BATCH_03,KEEP_TRANSLATION,Édition ou traduction espagnole validée lors de la revue éditoriale ES.
/books/OL13206692M,Buenos Aires,Arquitectura y Patrimonio,Fabio Grementieri | Xavier Verstraeten | Mimi Bohm,2001,9789879811634,Ediciones X. Verstraeten,,ES_FINAL_BATCH_03,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL20801184M,El fantasma del populismo,aproximación a un tema (siempre) actual,Felipe De Lara Burbano,1998,9789803171346,Nueva Sociedad,Politique,ES_FINAL_BATCH_03,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL22499910M,Edén,,Felipe Hernández,2000,9788432210709,Seix Barral,,ES_FINAL_BATCH_03,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL13057398M,"Iconografia, Identidad Nacional y Cambio de Siglo XIX-XX",Jornadas de Historia del Arte En Chile,Fernando Guzman Schiappacasse,2003,9789562842938,RIL,,ES_FINAL_BATCH_03,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL13318831M,Ciencia Politica y Teoria Politica Contemporaneas,Una Relacion Problematica,Fernando Harto De Vera,2006,9788481648225,Trotta,Histoire | Politique,ES_FINAL_BATCH_03,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL2630683M,En torno al estado y al desarrollo,,Fernando Henrique Cardoso,1982,9789684293472,Centro de Estudios Económicos y Sociales del Tercer Mundo,Économie et entreprise,ES_FINAL_BATCH_03,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL20735513M,Teoría del poema,la enunciación lírica,Fernando y German GULLON CABO ASEGUINOLAZA,1998,9789042003781,Rodopi,,ES_FINAL_BATCH_03,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL13003720M,Arte Argentino del Siglo XX,,Fiaar,2000,9789509971660,Fiaar,,ES_FINAL_BATCH_03,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL23199168M,"Hombre, política, y sociedad en nuestro mundo",,Francisco Rodríguez Adrados,2008,9788467028805,Espasa,Politique | Sciences sociales,ES_FINAL_BATCH_03,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL12807174M,Ibero-America y el Cine (Foro Hispanico 10),,Francisco Y Guido Podestá Lasarte,1996,9789051839883,Rodopi Bv Editions,Histoire,ES_FINAL_BATCH_03,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL13071847M,El Sol del Poder,Simbologia y Politica Entre Los Muiscas del Norte de Los Andes (Coleccion Sede),Francois Correa Rubio,2004,9789587013955,Universidad Nacional de Colombia Facultad de,Politique,ES_FINAL_BATCH_03,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL12955800M,Y Ahora Traeme... (Caminadores),,G. Keselman Porter,2000,9789500718462,Sudamericana,Fiction,ES_FINAL_BATCH_03,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL13202420M,Impecable-Implacable,,Gabriel F. Gutnisky,2006,9789875910225,Editorial Brujas,,ES_FINAL_BATCH_03,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL23057558M,Muñecos y animales de tela,,Gabriela Caporale | Norberto Alayón,1999,9789500820738,Editorial Atlántida,,ES_FINAL_BATCH_03,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL22587045M,La noche se hizo para los hombres,sexualidad en los procesos de cortejo entre jóvenes campesinos y campesinas,Gabriela Rodriguez | Benno De Keijzer,2002,9789706611680,Population Council,,ES_FINAL_BATCH_03,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL13362737M,Técnicas de investigación en ciencias humanas,,Gemma Muñoz-Alonso López,2003,9788497720809,Dykinson,Sciences sociales,ES_FINAL_BATCH_03,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL12994171M,Filosofia del Derecho - Rustico,,Georg Wilhelm Hgel,1998,9789506200206,Claridad,Philosophie | Politique,ES_FINAL_BATCH_04,REVIEW,"Notice conservée en revue: langue, édition, attribution, métadonnées, doublon ou pertinence éditoriale restant à confirmer."
/books/OL13240501M,Psicologia del arte (COLECCION PSICOLOGIA) (Coleccion Psicologia / Ediciones Piramide),,Gisele Marty,2007,9788436813401,Piramide,Arts,ES_FINAL_BATCH_04,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL12954455M,Groria Da Comtla,,Gloria Da Cunha,2005,9789500515542,Corregidor,,ES_FINAL_BATCH_04,REVIEW,"Notice conservée en revue: langue, édition, attribution, métadonnées, doublon ou pertinence éditoriale restant à confirmer."
/books/OL13002126M,Educacion Artistica En El Siglo XXI,,Graciela Blasi,2003,9789509262188,Ediciones FEPAI,,ES_FINAL_BATCH_04,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL13202888M,Arte Envidia y Politica En Los Aos 60 (Cultura Argentina),,Guillermo Fantoni,1998,9789879035139,Ediciones El Cielo Por Asalto,Histoire,ES_FINAL_BATCH_04,REVIEW,"Notice conservée en revue: langue, édition, attribution, métadonnées, doublon ou pertinence éditoriale restant à confirmer."
/books/OL13270009M,"Arbol del Verano, El",,Guy Gavriel Kay,2000,9788448031923,Timun Mas,,ES_FINAL_BATCH_04,KEEP_TRANSLATION,Édition ou traduction espagnole validée lors de la revue éditoriale ES.
/books/OL18309810M,De la razón antropofágica y otros ensayos,,Haroldo de Campos,2000,9789682322211,Siglo XXI,,ES_FINAL_BATCH_04,KEEP_TRANSLATION,Édition ou traduction espagnole validée lors de la revue éditoriale ES.
/books/OL13126515M,Serie Por Que/Why? Series (Serie Por Que?/Why Series),,Hector Campillo Cuqutli,1996,9789700300610,Fernandez USA Pub Co,Jeunesse | Sciences,ES_FINAL_BATCH_04,REVIEW,"Notice conservée en revue: langue, édition, attribution, métadonnées, doublon ou pertinence éditoriale restant à confirmer."
/books/OL13120683M,Oratoria De 3 En 3,,Hector Nogue,2006,9789683814821,Panorama Mexico,,ES_FINAL_BATCH_04,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL26478934M,Diablillo,,Heike Hohlbein | Wolfgang Hohlbein,2001,9788420449227,Alfaguara,,ES_FINAL_BATCH_04,KEEP_TRANSLATION,Édition ou traduction espagnole validée lors de la revue éditoriale ES.
/books/OL38574734M,Moby Dick,,Herman Melville,2008,9789706277138,Época,Fiction | Histoire | Théâtre,ES_FINAL_BATCH_04,KEEP_TRANSLATION,Édition ou traduction espagnole validée lors de la revue éditoriale ES.
/books/OL13124273M,Herve Di Rosa En Mexico,Decima Etapa,Herve Di Rosa,2002,9789686842333,Trilce,,ES_FINAL_BATCH_04,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL12963242M,Las Instituciones Politicas de Gobierno (Temas--Politica),,Hipolito Orlandi,1998,9789502307756,Eudeba,Politique,ES_FINAL_BATCH_04,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL12954480M,La Reformulacion de La Identidad Generica En La Narrativa de Mujeresargentinas del Siglo XX (Nueva Critica Hispanoamericana),,Holmfridur Gardarsdottir,2005,9789500515924,Corregidor,,ES_FINAL_BATCH_04,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL22163247M,Las ciencias naturales en México,,Hugo Arechiga,1999,9789681656683,Fondo de Estudios e Investigaciones Ricardo J. Zevada,Histoire,ES_FINAL_BATCH_04,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL13003200M,Tradicion Sibilina y Las Sibalas de San Telmo,,Hugo F. Bauza,1999,9789509807433,Fondo Nacional de Las Artes,,ES_FINAL_BATCH_04,REVIEW,"Notice conservée en revue: langue, édition, attribution, métadonnées, doublon ou pertinence éditoriale restant à confirmer."
/books/OL13330440M,Veneno (Llibres de La Nostra Terra),,Hugo Fontana,2000,9788489618510,Grupo Oceano,Fiction,ES_FINAL_BATCH_04,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL13166614M,Determinismos Y Alternativas En Las Ciencias Sociales De America Latina,,Hugo Merino Zemelman,1995,9789803170752,Nueva Sociedad,Sciences sociales,ES_FINAL_BATCH_04,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL13307409M,Sujeto,Existencia y Potencia,Hugo Zemelman Merino,2001,9788476585320,Anthropos Research & Publications,Philosophie | Sciences sociales,ES_FINAL_BATCH_04,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL17526030M,"Retorica, induccion y ciencia en Aristoteles",epistemologia de la epauoue,Héctor Zagal Arreguín,1993,9789686828016,Universidad Panamericana,Philosophie | Sciences,ES_FINAL_BATCH_04,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL15420731M,El día en que murió Allende,,Ignacio González Camus,1988,,CESOC,Biographie | Politique,ES_FINAL_BATCH_04,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
/books/OL18486991M,De historiografía lingüística e historia de las lenguas,,Ignacio Guzman Betancourt,2004,9789682325151,Siglo Veintiuno Editores,Histoire,ES_FINAL_BATCH_04,KEEP_CORE,Socle hispanophone validé lors de la revue éditoriale ES.
