language,category,priority,author,target_work
DE,TWENTIETH_CENTURY,1,Max Frisch,Homo faber
DE,TWENTIETH_CENTURY,1,Friedrich Dürrenmatt,Der Richter und sein Henker
DE,TWENTIETH_CENTURY,1,Friedrich Dürrenmatt,Der Besuch der alten Dame
DE,TWENTIETH_CENTURY,1,Ingeborg Bachmann,Malina
DE,TWENTIETH_CENTURY,1,Paul Celan,Mohn und Gedächtnis
DE,TWENTIETH_CENTURY,1,Anna Seghers,Das siebte Kreuz
DE,TWENTIETH_CENTURY,1,Stefan Zweig,Schachnovelle
DE,TWENTIETH_CENTURY,1,Stefan Zweig,Ungeduld des Herzens
DE,TWENTIETH_CENTURY,1,Robert Musil,Der Mann ohne Eigenschaften
DE,TWENTIETH_CENTURY,1,Joseph Roth,Radetzkymarsch
DE,TWENTIETH_CENTURY,1,Ödön von Horváth,Jugend ohne Gott
DE,TWENTIETH_CENTURY,1,Wolfgang Borchert,Draußen vor der Tür
DE,TWENTIETH_CENTURY,1,Christa Wolf,Der geteilte Himmel
DE,TWENTIETH_CENTURY,1,Christa Wolf,Kassandra
DE,TWENTIETH_CENTURY,1,Siegfried Lenz,Deutschstunde
DE,TWENTIETH_CENTURY,1,Uwe Johnson,Mutmassungen über Jakob
DE,TWENTIETH_CENTURY,1,Peter Handke,Die Angst des Tormanns beim Elfmeter
DE,CONTEMPORARY,2,Patrick Süskind,Das Parfum
DE,CONTEMPORARY,2,Bernhard Schlink,Der Vorleser
DE,CONTEMPORARY,2,Daniel Kehlmann,Die Vermessung der Welt
DE,CONTEMPORARY,2,Daniel Kehlmann,Tyll
DE,CONTEMPORARY,2,Jenny Erpenbeck,Heimsuchung
DE,CONTEMPORARY,2,Jenny Erpenbeck,"Gehen, ging, gegangen"
DE,CONTEMPORARY,2,W. G. Sebald,Austerlitz
DE,CONTEMPORARY,2,W. G. Sebald,Die Ringe des Saturn
DE,CONTEMPORARY,2,Elfriede Jelinek,Die Klavierspielerin
DE,CONTEMPORARY,2,Herta Müller,Atemschaukel
DE,CONTEMPORARY,2,Herta Müller,Herztier
DE,CONTEMPORARY,2,Juli Zeh,Unterleuten
DE,CONTEMPORARY,2,Saša Stanišić,Herkunft
DE,CONTEMPORARY,2,Robert Seethaler,Ein ganzes Leben
DE,CONTEMPORARY,2,Wolfgang Herrndorf,Tschick
DE,PHILOSOPHY_ESSAYS,1,Immanuel Kant,Kritik der reinen Vernunft
DE,PHILOSOPHY_ESSAYS,1,Immanuel Kant,Grundlegung zur Metaphysik der Sitten
DE,PHILOSOPHY_ESSAYS,1,Georg Wilhelm Friedrich Hegel,Phänomenologie des Geistes
DE,PHILOSOPHY_ESSAYS,1,Arthur Schopenhauer,Die Welt als Wille und Vorstellung
DE,PHILOSOPHY_ESSAYS,1,Friedrich Nietzsche,Also sprach Zarathustra
DE,PHILOSOPHY_ESSAYS,1,Friedrich Nietzsche,Jenseits von Gut und Böse
DE,PHILOSOPHY_ESSAYS,1,Friedrich Nietzsche,Zur Genealogie der Moral
DE,PHILOSOPHY_ESSAYS,1,Martin Heidegger,Sein und Zeit
DE,PHILOSOPHY_ESSAYS,1,Hannah Arendt,Vita activa
DE,PHILOSOPHY_ESSAYS,1,Hannah Arendt,Elemente und Ursprünge totaler Herrschaft
DE,PHILOSOPHY_ESSAYS,1,Walter Benjamin,Das Kunstwerk im Zeitalter seiner technischen Reproduzierbarkeit
DE,PHILOSOPHY_ESSAYS,1,Theodor W. Adorno,Minima Moralia
DE,PHILOSOPHY_ESSAYS,1,Jürgen Habermas,Strukturwandel der Öffentlichkeit
DE,PHILOSOPHY_ESSAYS,1,Sigmund Freud,Das Unbehagen in der Kultur
DE,PHILOSOPHY_ESSAYS,1,Karl Marx,Das Kapital
DE,HISTORY_SOCIETY,2,Sebastian Haffner,Geschichte eines Deutschen
DE,HISTORY_SOCIETY,2,Victor Klemperer,LTI
DE,HISTORY_SOCIETY,2,Joachim Fest,Hitler
DE,HISTORY_SOCIETY,2,Golo Mann,Deutsche Geschichte des 19. und 20. Jahrhunderts
DE,HISTORY_SOCIETY,2,Hannah Arendt,Eichmann in Jerusalem
DE,HISTORY_SOCIETY,2,Alexander Mitscherlich,Die Unfähigkeit zu trauern
DE,HISTORY_SOCIETY,2,Marion Gräfin Dönhoff,Kindheit in Ostpreußen
DE,HISTORY_SOCIETY,2,Willy Brandt,Erinnerungen
DE,YOUTH,3,Erich Kästner,Emil und die Detektive
DE,YOUTH,3,Erich Kästner,Das doppelte Lottchen
DE,YOUTH,3,Michael Ende,Momo
DE,YOUTH,3,Michael Ende,Die unendliche Geschichte
DE,YOUTH,3,Otfried Preußler,Krabat
DE,SCIENCE_CULTURE,3,Alexander von Humboldt,Kosmos
DE,SCIENCE_CULTURE,3,Carl Friedrich Gauß,Disquisitiones Arithmeticae
DE,SCIENCE_CULTURE,3,Max Planck,Wissenschaftliche Selbstbiographie
DE,SCIENCE_CULTURE,3,Konrad Lorenz,Das sogenannte Böse
DE,SCIENCE_CULTURE,3,Werner Heisenberg,Der Teil und das Ganze
