language,category,priority,author,target_work
IT,CONTEMPORARY,2,Paolo Giordano,La solitudine dei numeri primi
IT,CONTEMPORARY,2,Paolo Cognetti,Le otto montagne
IT,CONTEMPORARY,2,Erri De Luca,Montedidio
IT,CONTEMPORARY,2,Domenico Starnone,Lacci
IT,CONTEMPORARY,2,Michela Murgia,Accabadora
IT,ESSAYS_PHILOSOPHY,2,Giambattista Vico,Principi di scienza nuova
IT,ESSAYS_PHILOSOPHY,2,Cesare Beccaria,Dei delitti e delle pene
IT,ESSAYS_PHILOSOPHY,2,Benedetto Croce,Estetica come scienza dell'espressione e linguistica generale
IT,ESSAYS_PHILOSOPHY,2,Antonio Gramsci,Quaderni del carcere
IT,ESSAYS_PHILOSOPHY,2,Norberto Bobbio,Destra e sinistra
IT,ESSAYS_PHILOSOPHY,2,Umberto Eco,Opera aperta
IT,ESSAYS_PHILOSOPHY,2,Umberto Eco,Apocalittici e integrati
IT,ESSAYS_PHILOSOPHY,2,Italo Calvino,Lezioni americane
IT,ESSAYS_PHILOSOPHY,2,Pier Paolo Pasolini,Scritti corsari
IT,ESSAYS_PHILOSOPHY,2,Primo Levi,I sommersi e i salvati
IT,ESSAYS_PHILOSOPHY,2,Giordano Bruno,La cena de le ceneri
IT,ESSAYS_PHILOSOPHY,2,Giordano Bruno,"De l'infinito, universo e mondi"
IT,ESSAYS_PHILOSOPHY,2,Tommaso Campanella,La città del Sole
IT,ESSAYS_PHILOSOPHY,2,Giacomo Leopardi,Zibaldone
IT,ESSAYS_PHILOSOPHY,2,Norberto Bobbio,Il futuro della democrazia
IT,HISTORY_SOCIETY,2,Carlo Levi,Cristo si è fermato a Eboli
IT,HISTORY_SOCIETY,2,Emilio Lussu,Un anno sull'Altipiano
IT,HISTORY_SOCIETY,2,Mario Rigoni Stern,Il sergente nella neve
IT,HISTORY_SOCIETY,2,Nuto Revelli,Il mondo dei vinti
IT,HISTORY_SOCIETY,2,Carlo Ginzburg,Il formaggio e i vermi
IT,HISTORY_SOCIETY,2,Ernesto De Martino,La terra del rimorso
IT,HISTORY_SOCIETY,2,Leonardo Sciascia,L'affaire Moro
IT,HISTORY_SOCIETY,2,Antonio Gramsci,Lettere dal carcere
IT,HISTORY_SOCIETY,2,Piero Calamandrei,Uomini e città della Resistenza
IT,HISTORY_SOCIETY,2,Benedetto Croce,Storia d'Italia dal 1871 al 1915
IT,YOUTH,3,Gianni Rodari,Favole al telefono
IT,YOUTH,3,Gianni Rodari,Il romanzo di Cipollino
IT,YOUTH,3,Gianni Rodari,La freccia azzurra
IT,YOUTH,3,Gianni Rodari,Gelsomino nel paese dei bugiardi
IT,YOUTH,3,Gianni Rodari,C'era due volte il barone Lamberto
IT,YOUTH,3,Bianca Pitzorno,L'incredibile storia di Lavinia
IT,YOUTH,3,Bianca Pitzorno,Ascolta il mio cuore
IT,YOUTH,3,Roberto Piumini,Lo stralisco
IT,YOUTH,3,Silvana Gandolfi,L'isola del tempo perso
IT,YOUTH,3,Angela Nanetti,Mio nonno era un ciliegio
IT,GRAPHIC,3,Hugo Pratt,Una ballata del mare salato
IT,GRAPHIC,3,Hugo Pratt,Corte sconta detta arcana
IT,GRAPHIC,3,Gipi,Appunti per una storia di guerra
IT,GRAPHIC,3,Gipi,La terra dei figli
IT,GRAPHIC,3,Zerocalcare,La profezia dell'armadillo
IT,GRAPHIC,3,Zerocalcare,Kobane Calling
IT,GRAPHIC,3,Igort,Quaderni ucraini
IT,GRAPHIC,3,Manuele Fior,Cinquemila chilometri al secondo
IT,GRAPHIC,3,Lorenzo Mattotti,Fuochi
IT,GRAPHIC,3,Vittorio Giardino,Jonas Fink: L'infanzia
