language,category,editorial_rank,target_author,target_work,query_mode,work_key,work_title,work_authors,edition_key,edition_title,edition_subtitle,edition_languages,isbn,publisher,publish_date,page_count,cover_id,title_score,author_score,candidate_score,cover_state,cover_width,cover_height,cover_format,cover_local_path,search_result
ES,HISTORY_SOCIETY,3,Fernando Aramburu,Patria,TITLE_AUTHOR,/works/OL26387829W,Patria,Fernando Aramburu,/books/OL26453566M,Patria,,spa,8483103451,Tusquets,2016,,8179747,1.0,1.0,0.9900000000000001,VALID_COVER,328,500,JPEG,data/audit/reconstruction-ES-replacement-covers/ES-replacement-HISTORY_SOCIETY-03-OL26453566M.jpeg,BEST_CANDIDATE_FOUND
ES,LATIN_AMERICAN_CANON,1,Jorge Luis Borges,El libro de arena,TITLE_AUTHOR,/works/OL104863W,El Libro de Arena,Jorge Luis Borges | Norman Thomas Di Giovanni | Alastair Reid,/books/OL9808124M,El Libro De Arena,,spa,9788423338719,Destino Ediciones,2006-10,,12774154,1.0,1.0,0.9900000000000001,VALID_COVER,337,500,JPEG,data/audit/reconstruction-ES-replacement-covers/ES-replacement-LATIN_AMERICAN_CANON-01-OL9808124M.jpeg,BEST_CANDIDATE_FOUND
ES,LATIN_AMERICAN_CANON,2,Jorge Luis Borges,El hacedor,,,,,,,,,,,,,,,,,,,,,,NO_CANDIDATE
ES,LATIN_AMERICAN_CANON,3,Mario Vargas Llosa,Pantaleón y las visitadoras,TITLE_AUTHOR,/works/OL857652W,Pantaleón y las visitadoras,Mario Vargas Llosa,/books/OL26293262M,Pantaleón y las visitadoras,,spa,8432202525,Seix Barral,1973,,12540951,1.0,1.0,0.9900000000000001,VALID_COVER,307,500,JPEG,data/audit/reconstruction-ES-replacement-covers/ES-replacement-LATIN_AMERICAN_CANON-03-OL26293262M.jpeg,BEST_CANDIDATE_FOUND
ES,LATIN_AMERICAN_CANON,4,Alejo Carpentier,El siglo de las luces,TITLE_AUTHOR,/works/OL580120W,El siglo de las luces,Alejo Carpentier,/books/OL28701120M,El siglo de las luces,,spa,,Seix Barral,1965,,15154043,1.0,1.0,0.9650000000000001,VALID_COVER,327,500,JPEG,data/audit/reconstruction-ES-replacement-covers/ES-replacement-LATIN_AMERICAN_CANON-04-OL28701120M.jpeg,BEST_CANDIDATE_FOUND
ES,LATIN_AMERICAN_CANON,5,Gabriel García Márquez,La hojarasca,BROAD,/works/OL274513W,La hojarasca,Gabriel García Márquez,/books/OL9829713M,La hojarasca,,spa,9789500700870,Sudamericana,January 1988,,10100349,1.0,1.0,0.9900000000000001,VALID_COVER,301,500,JPEG,data/audit/reconstruction-ES-replacement-covers/ES-replacement-LATIN_AMERICAN_CANON-05-OL9829713M.jpeg,BEST_CANDIDATE_FOUND
ES,LATIN_AMERICAN_CANON,6,Carlos Fuentes,La región más transparente,BROAD,/works/OL872210W,La región más transparente,Carlos Fuentes,/books/OL3064124M,La región más transparente,,spa,8437603285,Cátedra,1982,,1047454,1.0,1.0,0.9900000000000001,VALID_COVER,310,500,JPEG,data/audit/reconstruction-ES-replacement-covers/ES-replacement-LATIN_AMERICAN_CANON-06-OL3064124M.jpeg,BEST_CANDIDATE_FOUND
ES,LATIN_AMERICAN_CANON,7,Julio Cortázar,Las armas secretas,TITLE_AUTHOR,/works/OL276960W,Las armas secretas,Julio Cortázar | Henri Hell,/books/OL4340765M,Las armas secretas,,spa,8437601193,Cátedra,1978,,1047431,1.0,1.0,0.9900000000000001,VALID_COVER,304,500,JPEG,data/audit/reconstruction-ES-replacement-covers/ES-replacement-LATIN_AMERICAN_CANON-07-OL4340765M.jpeg,BEST_CANDIDATE_FOUND
ES,LATIN_AMERICAN_CANON,8,Miguel Ángel Asturias,Mulata de tal,TITLE_AUTHOR,/works/OL938621W,Mulata de Tal,Miguel Ángel Asturias,/books/OL13330627M,Mulata de Tal,,spa,9788489666535,Association Archives Litterature Latinoameric,July 2001,,3333194,1.0,1.0,0.9900000000000001,VALID_COVER,335,475,JPEG,data/audit/reconstruction-ES-replacement-covers/ES-replacement-LATIN_AMERICAN_CANON-08-OL13330627M.jpeg,BEST_CANDIDATE_FOUND
ES,LATIN_AMERICA_MODERN_CONTEMPORARY,1,Isabel Allende,Eva Luna,,,,,,,,,,,,,,,,,,,,,,NO_CANDIDATE
ES,LATIN_AMERICA_MODERN_CONTEMPORARY,2,Roberto Bolaño,Estrella distante,TITLE_AUTHOR,/works/OL712028W,Estrella distante,Roberto Bolaño,/books/OL9669370M,Estrella distante,,spa,9788433910400,Anagrama,August 1999,,15106951,1.0,1.0,0.9900000000000001,VALID_COVER,310,500,JPEG,data/audit/reconstruction-ES-replacement-covers/ES-replacement-LATIN_AMERICA_MODERN_CONTEMPORARY-02-OL9669370M.jpeg,BEST_CANDIDATE_FOUND
ES,LATIN_AMERICA_MODERN_CONTEMPORARY,3,Elena Poniatowska,Leonora,TITLE_AUTHOR,/works/OL16815973W,Leonora,Elena Poniatowska | Amanda Hopkinson,/books/OL27133962M,Leonora,,spa,9786070706325,Seix Barral,2011,,12513636,1.0,1.0,0.9900000000000001,VALID_COVER,278,500,JPEG,data/audit/reconstruction-ES-replacement-covers/ES-replacement-LATIN_AMERICA_MODERN_CONTEMPORARY-03-OL27133962M.jpeg,BEST_CANDIDATE_FOUND
ES,LATIN_AMERICA_MODERN_CONTEMPORARY,4,Laura Restrepo,La novia oscura,TITLE_AUTHOR,/works/OL97953W,"Novia Oscura, La",Laura Restrepo,/books/OL22252876M,La novia oscura,,spa,0060514310,Alfaguara,2002,,9708656,1.0,1.0,0.9900000000000001,VALID_COVER,330,500,JPEG,data/audit/reconstruction-ES-replacement-covers/ES-replacement-LATIN_AMERICA_MODERN_CONTEMPORARY-04-OL22252876M.jpeg,BEST_CANDIDATE_FOUND
ES,LATIN_AMERICA_MODERN_CONTEMPORARY,5,Samanta Schweblin,Pájaros en la boca,,,,,,,,,,,,,,,,,,,,,,NO_CANDIDATE
ES,LATIN_AMERICA_MODERN_CONTEMPORARY,6,Valeria Luiselli,La historia de mis dientes,,,,,,,,,,,,,,,,,,,,,,NO_CANDIDATE
ES,LATIN_AMERICA_MODERN_CONTEMPORARY,7,Alejandro Zambra,Poeta chileno,,,,,,,,,,,,,,,,,,,,,,NO_CANDIDATE
ES,LATIN_AMERICA_MODERN_CONTEMPORARY,8,Juan Gabriel Vásquez,Los informantes,TITLE_AUTHOR,/works/OL1663451W,Los informantes,Juan Gabriel Vásquez,/books/OL25890460M,Los informantes,,spa,9788420467153,Alfaguara,2014,,7394633,1.0,1.0,0.9900000000000001,VALID_COVER,303,500,JPEG,data/audit/reconstruction-ES-replacement-covers/ES-replacement-LATIN_AMERICA_MODERN_CONTEMPORARY-08-OL25890460M.jpeg,BEST_CANDIDATE_FOUND
ES,LATIN_AMERICA_MODERN_CONTEMPORARY,9,Mariana Enríquez,Nuestra parte de noche,TITLE_AUTHOR,/works/OL20901051W,Nuestra parte de noche,Mariana Enríquez,/books/OL45187611M,Nuestra parte de noche,,spa,9786075574585,Editorial Anagrama,2021,,13123316,1.0,1.0,0.9900000000000001,VALID_COVER,318,500,JPEG,data/audit/reconstruction-ES-replacement-covers/ES-replacement-LATIN_AMERICA_MODERN_CONTEMPORARY-09-OL45187611M.jpeg,BEST_CANDIDATE_FOUND
ES,LATIN_AMERICA_MODERN_CONTEMPORARY,10,Guadalupe Nettel,Después del invierno,TITLE_AUTHOR,/works/OL17081221W,Después del invierno,Guadalupe Nettel,/books/OL26349965M,Después del invierno,,spa,9788433997845,Anagrama,2014,,8032295,1.0,1.0,0.9900000000000001,VALID_COVER,179,282,JPEG,data/audit/reconstruction-ES-replacement-covers/ES-replacement-LATIN_AMERICA_MODERN_CONTEMPORARY-10-OL26349965M.jpeg,BEST_CANDIDATE_FOUND
ES,LATIN_AMERICA_MODERN_CONTEMPORARY,11,Cristina Rivera Garza,La cresta de Ilión,BROAD,/works/OL845480W,La Cresta de Ilion,Cristina Rivera Garza,/books/OL13321603M,La Cresta de Ilion,,spa,9788483102916,TusQuets,October 2005,,5273450,1.0,1.0,0.9900000000000001,VALID_COVER,128,192,JPEG,data/audit/reconstruction-ES-replacement-covers/ES-replacement-LATIN_AMERICA_MODERN_CONTEMPORARY-11-OL13321603M.jpeg,BEST_CANDIDATE_FOUND
ES,LATIN_AMERICA_MODERN_CONTEMPORARY,12,Fernanda Melchor,Páradais,,,,,,,,,,,,,,,,,,,,,,NO_CANDIDATE
ES,SPAIN_MODERN_CONTEMPORARY,1,Miguel Delibes,La sombra del ciprés es alargada,TITLE_AUTHOR,/works/OL27720741W,La sombra del ciprés es alargada / Sobre las piedras grises / Las últimas horas,Miguel Delibes | Sebastià Juan Arbó | José Suárez Carreño,/books/OL37831145M,La sombra del ciprés es alargada / Sobre las piedras grises / Las últimas horas,,spa,8432026840,Destino,1991,,12726974,0.95,1.0,0.9635,VALID_COVER,310,500,JPEG,data/audit/reconstruction-ES-replacement-covers/ES-replacement-SPAIN_MODERN_CONTEMPORARY-01-OL37831145M.jpeg,BEST_CANDIDATE_FOUND
ES,SPAIN_MODERN_CONTEMPORARY,2,Carmen Laforet,La isla y los demonios,,,,,,,,,,,,,,,,,,,,,,NO_CANDIDATE
ES,SPAIN_MODERN_CONTEMPORARY,3,Carmen Martín Gaite,Nubosidad variable,TITLE_AUTHOR,/works/OL77397W,Nubosidad variable,Carmen Martín Gaite,/books/OL22173856M,Nubosidad variable,,spa,8433914650,Anagrama,1997,,12706071,1.0,1.0,0.9900000000000001,VALID_COVER,315,500,JPEG,data/audit/reconstruction-ES-replacement-covers/ES-replacement-SPAIN_MODERN_CONTEMPORARY-03-OL22173856M.jpeg,BEST_CANDIDATE_FOUND
ES,SPAIN_MODERN_CONTEMPORARY,4,Javier Marías,Los enamoramientos,,,,,,,,,,,,,,,,,,,,,,NO_CANDIDATE
ES,SPAIN_MODERN_CONTEMPORARY,5,Antonio Muñoz Molina,Plenilunio,TITLE_AUTHOR,/works/OL704393W,Plenilunio,Antonio Muñoz Molina,/books/OL16098708M,Plenilunio,,spa,9788420471266,Alfaguara,2006,,15115780,1.0,1.0,0.9900000000000001,VALID_COVER,303,500,JPEG,data/audit/reconstruction-ES-replacement-covers/ES-replacement-SPAIN_MODERN_CONTEMPORARY-05-OL16098708M.jpeg,BEST_CANDIDATE_FOUND
ES,SPAIN_MODERN_CONTEMPORARY,6,Eduardo Mendoza,Sin noticias de Gurb,TITLE_AUTHOR,/works/OL2457366W,Sin noticias de Gurb,Eduardo Mendoza,/books/OL9120994M,Sin noticias de Gurb,,spa,9788432207822,Seix Barral,2000,,7893335,1.0,1.0,0.9900000000000001,VALID_COVER,350,500,JPEG,data/audit/reconstruction-ES-replacement-covers/ES-replacement-SPAIN_MODERN_CONTEMPORARY-06-OL9120994M.jpeg,BEST_CANDIDATE_FOUND
ES,SPAIN_MODERN_CONTEMPORARY,7,Arturo Pérez-Reverte,La tabla de Flandes,TITLE_AUTHOR,/works/OL992494W,La tabla de Flandes,Arturo Pérez-Reverte,/books/OL9116640M,La tabla de Flandes,,spa,9788420480794,Alfaguara,"December 31, 1998",,7413238,1.0,1.0,0.9900000000000001,VALID_COVER,183,275,JPEG,data/audit/reconstruction-ES-replacement-covers/ES-replacement-SPAIN_MODERN_CONTEMPORARY-07-OL9116640M.jpeg,BEST_CANDIDATE_FOUND
ES,SPAIN_MODERN_CONTEMPORARY,8,Almudena Grandes,Malena es un nombre de tango,TITLE_AUTHOR,/works/OL2454408W,Malena es un nombre de tango,Almudena Grandes,/books/OL9135579M,Malena es un nombre de Tango,,spa,9788472234321,Tusquets Editores,"June 1, 2002",,4911914,1.0,1.0,0.9900000000000001,VALID_COVER,128,189,JPEG,data/audit/reconstruction-ES-replacement-covers/ES-replacement-SPAIN_MODERN_CONTEMPORARY-08-OL9135579M.jpeg,BEST_CANDIDATE_FOUND
ES,SPANISH_CANON,1,Jorge Manrique,Coplas por la muerte de su padre,,,,,,,,,,,,,,,,,,,,,,NO_CANDIDATE
ES,SPANISH_CANON,2,Fray Luis de León,De los nombres de Cristo,BROAD,/works/OL34551640W,De los Nombres de Cristo,Luis de León,/books/OL9131441M,de los Nombres de Cristo (Clasicos Espanoles),,spa,9788441000063,PML Ediciones,January 1999,,1047577,1.0,0.95,0.9765,VALID_COVER,288,475,JPEG,data/audit/reconstruction-ES-replacement-covers/ES-replacement-SPANISH_CANON-02-OL9131441M.jpeg,BEST_CANDIDATE_FOUND
ES,SPANISH_CANON,3,Santa Teresa de Jesús,Camino de perfección,,,,,,,,,,,,,,,,,,,,,,NO_CANDIDATE
ES,SPANISH_CANON,4,Pedro Calderón de la Barca,El médico de su honra,TITLE_AUTHOR,/works/OL10341481W,El medico de su honra,Pedro Calderón de la Barca,/books/OL22668889M,El médico de su honra,,spa,9781589770423,Cervantes & Co.,2007,,12834692,1.0,1.0,0.9900000000000001,VALID_COVER,303,500,JPEG,data/audit/reconstruction-ES-replacement-covers/ES-replacement-SPANISH_CANON-04-OL22668889M.jpeg,BEST_CANDIDATE_FOUND
ES,SPANISH_CANON,5,Lope de Vega,Peribáñez y el comendador de Ocaña,TITLE_AUTHOR,/works/OL914625W,Peribáñez y el Comendador de Ocaña,Lope de Vega,/books/OL16737049M,Peribañez y el comendador de Ocaña,tragicomedia famosa,spa,,Hermanos,1916,,9656496,1.0,1.0,0.9650000000000001,VALID_COVER,295,500,JPEG,data/audit/reconstruction-ES-replacement-covers/ES-replacement-SPANISH_CANON-05-OL16737049M.jpeg,BEST_CANDIDATE_FOUND
ES,SPANISH_CANON,6,Tirso de Molina,Don Gil de las calzas verdes,TITLE_AUTHOR,/works/OL638459W,Don Gil de las calzas verdes,Tirso de Molina,/books/OL13365303M,Don Gil de las calzas verdes,,spa,9788498164893,Linkgua S.L.,"January 1, 2007",,3335841,1.0,1.0,0.9900000000000001,VALID_COVER,323,500,JPEG,data/audit/reconstruction-ES-replacement-covers/ES-replacement-SPANISH_CANON-06-OL13365303M.jpeg,BEST_CANDIDATE_FOUND
ES,SPANISH_CANON,7,Benito Pérez Galdós,Marianela,TITLE_AUTHOR,/works/OL11015473W,Marianela,Benito Pérez Galdós,/books/OL25882833M,Marianela,,spa,9788497131025,Santillana Universidad de Salamanca,2009,,7388409,1.0,1.0,0.9900000000000001,VALID_COVER,300,451,JPEG,data/audit/reconstruction-ES-replacement-covers/ES-replacement-SPANISH_CANON-07-OL25882833M.jpeg,BEST_CANDIDATE_FOUND
ES,SPANISH_CANON,8,Emilia Pardo Bazán,Insolación,TITLE_AUTHOR,/works/OL637767W,Insolación,Emilia Pardo Bazán,/books/OL13219418M,Insolación,,spa,9788423918256,Espasa-Calpe,January 1991,,12801264,1.0,1.0,0.9900000000000001,VALID_COVER,299,500,JPEG,data/audit/reconstruction-ES-replacement-covers/ES-replacement-SPANISH_CANON-08-OL13219418M.jpeg,BEST_CANDIDATE_FOUND
ES,SPANISH_CANON,9,Ramón del Valle-Inclán,Tirano Banderas,BROAD,/works/OL943918W,Tirano Banderas,Ramón del Valle-Inclán,/books/OL4502463M,Tirano Banderas,,spa,8423935140,Espasa-Calpe,1978,,14824250,1.0,1.0,0.9900000000000001,VALID_COVER,325,500,JPEG,data/audit/reconstruction-ES-replacement-covers/ES-replacement-SPANISH_CANON-09-OL4502463M.jpeg,BEST_CANDIDATE_FOUND
ES,SPANISH_CANON,10,Pío Baroja,La busca,TITLE_AUTHOR,/works/OL745028W,La Busca,Pío Baroja,/books/OL25446896M,La Busca,,spa,9788470350146,Editorial Caro Raggio,1991,,7281862,1.0,1.0,0.9900000000000001,VALID_COVER,314,500,JPEG,data/audit/reconstruction-ES-replacement-covers/ES-replacement-SPANISH_CANON-10-OL25446896M.jpeg,BEST_CANDIDATE_FOUND
ES,YOUTH,1,Laura Gallego García,Memorias de Idhún: La Resistencia,BROAD,/works/OL19934481W,Memorias de Idhún,Laura Gallego,/books/OL27115149M,Memorias de Idhún,la Resistencia : Búsqueda,spa,9788467535259,Ediciones SM,2009,,12947547,0.95,0.95,0.9500000000000001,VALID_COVER,321,500,JPEG,data/audit/reconstruction-ES-replacement-covers/ES-replacement-YOUTH-01-OL27115149M.jpeg,BEST_CANDIDATE_FOUND
ES,YOUTH,2,Elvira Lindo,Pobre Manolito,,,,,,,,,,,,,,,,,,,,,,NO_CANDIDATE
ES,YOUTH,3,Jordi Sierra i Fabra,Campos de fresas,TITLE_AUTHOR,/works/OL17060934W,Campos de fresas,Jordi Sierra i Fabra,/books/OL36680505M,Campos de fresas,,spa,9788467593945,Ediciones SM,2017,,12566006,1.0,1.0,0.9900000000000001,VALID_COVER,300,462,JPEG,data/audit/reconstruction-ES-replacement-covers/ES-replacement-YOUTH-03-OL36680505M.jpeg,BEST_CANDIDATE_FOUND
